tweet_id,author_id,created_at,text,conversation_id,candidate_group,golden_intent,label_notes
112811,141071,Thu Nov 23 17:31:29 +0000 2017,"@AppleSupport 5 Times a day my phone says “no sim” &amp; I have to restart it to make it go away, do I need a new phone https://t.co/f48jvdz33b",apple_056149,device_hardware,,
1969583,583464,Tue Oct 31 15:19:09 +0000 2017,Hi @AppleSupport - is there any way that you can check the battery health of my iPhone 6s please? It’s depleting v quickly thanks n,apple_076073,battery_charging,,
1458795,458607,Sat Nov 04 00:35:05 +0000 2017,"@AppleSupport No, only the Mac is showing all Wi-Fi signal as strong when even the Wi-Fi diagnostics result says it’s slow. Somehow the icon is wrong",apple_068204,wifi_connectivity,,
2400659,690733,Fri Oct 20 03:33:23 +0000 2017,@AppleSupport iOS 11.3 is absolute garbage. Phone calls don’t work. Apps constantly crashing and never opening. Where’s my fix.....,apple_056299,calls_cellular,,
611252,265331,Wed Nov 22 04:49:39 +0000 2017,"So the short story is that @AppleSupport is having me pay to replace a defective phone, potentially harmful due to an expanded battery - could explode. Their logic is 'buy a new one or pay to replace the defective one we gave you'.  #Apple https://t.co/Yws2rhEBgI",apple_038405,battery_charging,,
2014045,595539,Sun Nov 05 09:24:36 +0000 2017,"@115858  please do something about this I️ nonsense, it’s pissing me off.",apple_051132,other_unclear,,
2299407,667419,Sun Nov 12 08:19:04 +0000 2017,@AppleSupport my son is being exposed to inappropriate ads in ad supported kid's games we download from the Apple Store. How can I prevent this?,apple_021948,app_store_downloads,,
1757860,529229,Tue Nov 07 17:11:38 +0000 2017,@115858 Bug: iOS 10.2.1 iPhone 7 Safari crashes when: https://t.co/Zy3PxJA8ZQ,apple_063194,app_problems,,
1924775,572911,Thu Nov 16 11:44:43 +0000 2017,"@115858 hey, I’m tired of waking up at odd hours of the night because all my messages( old messages) are coming in at one time. I need you all to do another update, like yesterday.",apple_039371,ios_software_update,,
631753,269714,Wed Oct 04 19:30:45 +0000 2017,@AppleSupport Does iOS 11 cause iPad to charge slower than iOS 10? Seems like it is charging slower. @115858 #Apple #iOS11 #iPad,apple_013573,battery_charging,,
2212785,646692,Fri Nov 10 03:54:22 +0000 2017,@AppleSupport Well when I play this game on my phone everytime I get a text in the middle of the game i pull the text down and then my phone glitches and freezes I need to get this freeze/glitch fixed asap please and thank you,apple_035290,other_unclear,,
361427,201591,Sun Oct 08 15:09:24 +0000 2017,@AppleSupport I've been into store and unfortunately the graphics card has failed :(,apple_077782,app_problems,,
2350767,679440,Mon Nov 13 16:50:55 +0000 2017,@679441 @115858 @AppleSupport can you help with this guys ?,apple_013694,app_problems,,
165793,154492,Fri Nov 24 20:06:11 +0000 2017,@AppleSupport And are people trying to hack my account?,apple_060219,apple_id_icloud,,
590926,259785,Sun Dec 03 15:48:37 +0000 2017,@AppleSupport love my iPhone X. But the new live wallpapers are stutter so much :/ plan on releasing an update where they don’t?,apple_027681,ios_software_update,,
1176327,396702,Wed Oct 25 00:27:33 +0000 2017,@115990 There's a worm: I just lost a whole week of work because key texts between two Verizon iOS 11 devices showed up an hour late. @AppleSupport,apple_056960,device_hardware,,
2493875,711890,Wed Nov 15 18:39:34 +0000 2017,@AppleSupport @711889 It happened to me and a few friends also,apple_047661,app_problems,,
810174,313039,Sun Oct 08 10:27:38 +0000 2017,@AppleSupport unable to download music/install apps on iPad for months. Asks for me to use verification code from iPhone but doesn't work?,apple_004192,apple_music_itunes,,
1475416,462515,Fri Nov 03 02:59:52 +0000 2017,"@AppleSupport with touchscreen. After updating to IOS11, all in a sudden my touchscreen stopped working.I then had to press power button + home to restart",apple_029257,screen_display,,
1709313,517938,Tue Nov 07 00:20:47 +0000 2017,"Ima be honest @AppleSupport this update was worse than iOS8, my apps are crashing shit is going black it’s starting to look android-esk",apple_000965,ios_software_update,,
667847,279196,Thu Nov 23 03:25:05 +0000 2017,"My iPhone 7 has had horrendous battery life since upgrading to iOS 11. Upgraded to iOS 11.1.2 the other night and haven't had cell reception since. The update actually bricked my phone. Your QA is reckless, @115858 /cc @AppleSupport",apple_046857,battery_charging,,
1828303,183386,Tue Oct 17 06:26:45 +0000 2017,@AppleSupport my apps keep crashing! Especially Instagram and Snapchat. Is there something wrong with the app or software.,apple_016518,ios_software_update,,
1620519,496652,Sun Nov 05 06:26:20 +0000 2017,I’m going insane @AppleSupport the letter “eye” keeps turning up as A?,apple_064639,other_unclear,,
1201174,402240,Sun Oct 15 23:04:53 +0000 2017,"@AppleSupport Goes off with no sound, as if ringer is turned completely down. The volume doesn’t let me control the ringer after a while despite...",,audio_speaker,,
1765887,531073,Tue Nov 07 21:02:19 +0000 2017,"No idea how, but I accidentally deleted the camera icon from my screen....umm how do I get it back @AppleSupport",apple_058700,screen_display,,
1643279,502242,Sun Nov 05 22:44:59 +0000 2017,@AppleSupport How do I allow no password for already purchased apps but require a password for any new apps (even free) in the App Store?,apple_013282,apple_id_icloud,,
2114692,348708,Wed Nov 08 04:18:32 +0000 2017,"@AppleSupport I'm very much connected to the internet, something up? https://t.co/9dTvBTnoXR",apple_073727,wifi_connectivity,,
2817191,593736,Mon Nov 27 04:02:51 +0000 2017,"@AppleSupport I have a MacBook Air, and awhile ago, when I sign-in to my computer, it would of make a sound. It doesn't anymore. How can I get it back on?",apple_065166,other_unclear,,
2132131,627448,Wed Nov 08 19:28:14 +0000 2017,Sound stoped working on #macbookpro touch bar. SMC reset did the trick. #SMSreset #Apple @AppleSupport is it normal?,apple_045626,audio_speaker,,
661689,764704,Mon Nov 20 05:35:07 +0000 2017,@AppleSupport it drains battery pls fix it,apple_034033,battery_charging,,
1400546,445645,Sat Nov 25 10:41:30 +0000 2017,@AppleSupport I have a second MBP that is failing when doing the HighSierra upgrade. Really? We’re doing this again?,apple_037424,app_problems,,
2043348,604252,Wed Oct 04 15:00:48 +0000 2017,My Bluetooth turns on and off on its own. My music wont play because I’ll randomly connect to a far away ass WiFi. The letter are big @115858,apple_045571,wifi_connectivity,,
2279822,662792,Sat Nov 11 16:19:49 +0000 2017,@AppleSupport yo please fix the podcast issue where audio pauses when you open other apps which use audio,apple_067276,audio_speaker,,
1463529,459699,Tue Nov 14 14:06:10 +0000 2017,"@AppleSupport I figured out that it's a UI/UX design gripe. Non 3D touch devices, in order to clear all (even current) notifications: Unlock. Lock. Unlock. Swipe down. Finally x appears to clear current notifications. iOS 11 is more cumbersome to use. 2nd example: control center BT and WiFi.",apple_016563,wifi_connectivity,,
1651994,504440,Wed Nov 01 13:02:54 +0000 2017,"@AppleSupport 2 weeks have passed and no update to fix the lag yet . Please allow old phones to revert back to iOS 10.3.3
#returntoiOS10.3.3",apple_041365,ios_software_update,,
2199218,211908,Thu Oct 19 11:12:38 +0000 2017,"@AppleSupport i am still getting the black, freeze screen and battery life is at an all time low with new ios.  Update please!!!!!!!",apple_076861,screen_display,,
2128224,626538,Wed Nov 08 19:42:30 +0000 2017,"@AppleSupport My WiFi reception is poor and keeps dropping which is not the car with my old iPhone 4s which works fine. Also I used my iPhone 6 as a hotspot, connected my iPhone 4 to it and the Maps worked on my iPhone 4!",apple_010928,wifi_connectivity,,
699565,142576,Thu Nov 23 13:29:12 +0000 2017,"@AppleSupport I don’t know what to do. I upgraded my iOS last night and lost WiFi connections. I can see them. Strong signal. Rebooted, reset everything. Nothing helps.",apple_029562,wifi_connectivity,,
922113,338900,Tue Oct 10 19:17:34 +0000 2017,my wifi is shit stop turning it on when i chose to turn it off thanks &lt;3333 @AppleSupport,apple_047883,wifi_connectivity,,
2837178,335864,Mon Nov 27 14:17:54 +0000 2017,"@AppleSupport Hi, I have an issue where I have set my Calendar app on Mac to start week on Monday but it randomly changes to start week on Sunday and I have to keep changing it back, can you please advise a fix?",apple_072786,other_unclear,,
53592,128115,Wed Nov 01 22:17:02 +0000 2017,"@AppleSupport my current Apple ID is my name, I’d like to include my surname in it. My name &amp; surname is the iCloud email alias I use for email (2 of 2)",apple_017471,apple_id_icloud,,
861977,324682,Fri Oct 13 16:33:13 +0000 2017,@AppleSupport What does this mean https://t.co/6oI0Ij8OuY,apple_048626,other_unclear,,
40519,124891,Wed Nov 01 12:05:35 +0000 2017,@AppleSupport hi so I got an email my account was locked. But I’m pretty sure it was a fake.,apple_063145,app_problems,,
874962,327726,Fri Oct 20 19:54:47 +0000 2017,@AppleSupport Hey my apple id is disabled on my iPhone but not on PC can you fix it please,apple_032223,apple_id_icloud,,
1301334,424136,Thu Oct 26 23:33:25 +0000 2017,@115858 why do I have to re-enter my wifi password constantly since the latest iOS update? (4x in last 3hrs),apple_072770,apple_id_icloud,,
53601,128117,Thu Nov 02 03:16:03 +0000 2017,@128116 @AppleSupport Slo! I am facing the same issue. Quickly put the call on and off the speaker mode and you can start hearing.,apple_010154,audio_speaker,,
1700789,515720,Mon Nov 06 19:39:26 +0000 2017,@115858 this damn autocorrection of “I” to “I️” is really fucking annoying,apple_061332,other_unclear,,
1775852,533640,Tue Oct 10 22:38:19 +0000 2017,@115858 you new software update sucks! Phone freezing can’t send picture mail screen blurry #backtoandroid,apple_049781,screen_display,,
2794340,779800,Tue Nov 21 21:36:51 +0000 2017,"WITH YALLS LATEST UPDATE, I CANT EVEN PLUG MY PHONE INTO MY CAR USB TO LISTEN TO MUSIC WITHOUT IT SAYING “MEDIA CONNECTION FAILED”. FIX THAT @115858 😤",apple_032305,wifi_connectivity,,
2743018,768328,Mon Nov 20 18:40:34 +0000 2017,"@AppleSupport you suck so bad. I hate you. Waiting forever for @118721 to load, you never seem to like my recently created password. Then iTunes just hangs, as you can see in this photo.  What a waste of time. https://t.co/P6cRmsXDbP",apple_073086,apple_id_icloud,,
2977706,821241,Thu Nov 30 03:22:10 +0000 2017,"@AppleSupport No, if the phone locks while I’m on FaceTime the screen is useless. I can’t unlock it, use the flashlight or camera buttons, nothing.",apple_028792,device_hardware,,
2177202,638141,Thu Nov 09 11:49:57 +0000 2017,Rubbish customer service from @AppleSupport. 5th time contacting them over two weeks and still no charger. How difficult is it? I didn't pay for extra apple care for this!,apple_069429,battery_charging,,
1738755,257580,Tue Nov 07 14:00:09 +0000 2017,Anyone else experiencing problems connecting to Bluetooth devices? Wondered if issue related to latest update of @115858 iOS,apple_023596,wifi_connectivity,,
1804005,461059,Fri Oct 13 16:10:19 +0000 2017,I wish @AppleSupport would let me download the previous iOS so that my phone can actually work normal again #SteveJobsWouldntAllowThis,apple_053579,app_store_downloads,,
2336124,675924,Fri Oct 20 02:58:11 +0000 2017,So ios 11 literally just fucked up my battery life @AppleSupport,apple_063020,battery_charging,,
193602,161520,Wed Oct 04 15:01:25 +0000 2017,@AppleSupport I can't turn it off / restart it however both the home button and the turn off button work to login / put on standby respectively,apple_008516,apple_id_icloud,,
2502050,713680,Wed Nov 15 19:43:50 +0000 2017,"@AppleSupport why does my music app now not work? Whenever I go on it it just crashes, I love to listen to music but I can’t now because of this bug. Please respond",apple_060725,apple_music_itunes,,
2547103,723889,Thu Nov 16 08:17:14 +0000 2017,"@AppleSupport Hi, my friend bought iphone x from italian apple site and now he need an invoice (he has a Vat italian code) instead of a simple receipt. Is it possible to request? How? Thanks for your reply!",apple_004534,device_hardware,,
2271844,660934,Fri Oct 20 09:23:03 +0000 2017,@660935 @524087 @AppleSupport @132995 How can they ask to restart the device? Aren't they confident about their product?,apple_008211,device_hardware,,
94734,136577,Thu Nov 30 15:15:27 +0000 2017,"Dear @AppleSupport, I get a trouble with #itunesx64. It can not connect with #ip6s at #ios11_2_5. What's wrong?",apple_067854,apple_music_itunes,,
862738,309317,Fri Oct 13 05:31:10 +0000 2017,@AppleSupport why can’t I control music from the Control Centre when my phone is locked since ios11?,apple_017371,apple_music_itunes,,
2296245,666689,Sun Nov 12 10:41:11 +0000 2017,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",apple_053343,app_problems,,
1133200,387017,Tue Oct 24 15:20:29 +0000 2017,@AppleSupport Part 2: can’t change volume when phone is locked; loudspeaker during calls doesn’t work;,apple_034826,audio_speaker,,
2622752,740966,Fri Nov 17 14:05:53 +0000 2017,"@applesupport I dont think apple is aware of these bugs that have been going on for months but 
1. still getting calls on Do not Disturb
2. wifi keep dropping on network (not just mine) 
updated to newest version still having problem.",apple_006420,wifi_connectivity,,
746876,298541,Wed Oct 11 16:03:15 +0000 2017,"Hey @AppleSupport, is it normal that the new iOS has WiFi connectivity issues? (iPhone 7+)",apple_015436,app_problems,,
1356389,390987,Fri Oct 27 19:31:39 +0000 2017,@AppleSupport Insisting I repeat over and over something that doesn't work? Calls disconnected by @115858 . chat always says too busy.,apple_002760,calls_cellular,,
2965414,793671,Wed Nov 29 22:11:40 +0000 2017,"Dear @115858, 

I am still patiently waiting for the day I can delete these apps I've #never used. 

Sincerely, me. https://t.co/9P2vBfYiHU",apple_060715,app_problems,,
2295653,666578,Sun Nov 12 21:16:23 +0000 2017,@AppleSupport Sent some screen shots,apple_031276,screen_display,,
118049,142173,Thu Nov 23 21:58:11 +0000 2017,"@AppleSupport  update ios 11.1.2 messed up battery life to just a few hours, screen unresponsive sometimes, overheating and music just stops randomly 😡😡😡😡 IPhone 7 Plus",apple_025500,screen_display,,
2777600,776012,Tue Nov 21 15:07:12 +0000 2017,"@115858, get your shit together. Just woke up, phone fully charged and pulled it off the charger, and now it’s on 5%?! Not okay.",apple_028004,battery_charging,,
2403738,691459,Tue Nov 14 08:26:55 +0000 2017,@AppleSupport so fed up with my iPhone 5se freezing since iso 11.1 being installed !battery losing full charge within a few hours - (no streaming) #help #annoyed,apple_057690,app_store_downloads,,
2059939,609245,Sat Oct 07 06:50:28 +0000 2017,@AppleSupport @116333 - IOS 11.0.2- this is the worst software.my battery life is getting worst. it’s draining out. Plz resolve it ASAP,apple_072878,battery_charging,,
1710755,518254,Tue Nov 07 00:53:48 +0000 2017,@AppleSupport fix this Fucking letter l glitch. Because I️ am annoyed that I️ can’t be selfish and say Fucking I️ anymore.,apple_051152,app_problems,,
2897731,136102,Tue Nov 28 16:47:13 +0000 2017,"@115858 very poor customer service, had my money for 10 days already, no device delivered as informed, no info from courier, no resolution",apple_065146,device_hardware,,
1924839,572923,Mon Nov 13 16:36:01 +0000 2017,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,apple_007973,apple_id_icloud,,
2440882,700031,Tue Nov 14 22:18:08 +0000 2017,"iMessage on two Macs, both running Sierra. One correctly identifies the name of contacts through the address book. The other only displays the name if the number begins with +447 … Locale set correctly. Signed in and out of iCloud. This is so frustrating.

@AppleSupport",apple_039587,apple_id_icloud,,
2508160,715052,Wed Nov 15 22:07:24 +0000 2017,@AppleSupport Just the music app is giving me issues... 11.1.1 and it’s deleting the music I have. Not all the songs are downloading properly. My albums are disappearing or breaking. Getting sick of it. It hasn’t worked properly since I updated to iOS 11,apple_002934,app_store_downloads,,
1919541,566597,Thu Oct 26 11:33:57 +0000 2017,"I love how broken iOS 11 is (11.0.3). Songs double up on shuffle,and even loops between a three or four songs. @115858 FIX IT NOW!!!",apple_072650,apple_music_itunes,,
1756110,528787,Tue Oct 17 20:18:37 +0000 2017,"@528788 @115858 Bluetooth turning itself on, auto brightness can’t be shut off, inch tall titles MESSAGES, INBOX it’s the fucking worst. New font? Dumb.",,screen_display,,
2207608,119527,Fri Nov 10 01:18:54 +0000 2017,@AppleSupport This update is trash fix I️t sis,apple_030255,other_unclear,,
2519462,717662,Wed Nov 15 23:44:28 +0000 2017,@115858 why can’t I make outbound calls on either one my phones. WHAT THE FUCK,apple_067506,calls_cellular,,
2949560,814562,Wed Nov 29 16:55:59 +0000 2017,@AppleSupport The music stops once the notification appears and I have to manually restart it. I am using a 6s with the 11.1.1 software.,apple_013360,apple_music_itunes,,
98845,137635,Thu Nov 30 16:43:08 +0000 2017,@AppleSupport  I never use Live Photo mode and I don’t intend to. Why does it sporadically keep getting turned back on in camera?,apple_040597,calls_cellular,,
1353939,435744,Mon Oct 16 13:39:46 +0000 2017,"update has screwed my phone, phone freezes every 5 seconds,randomly stops my music,doesn’t display my music on my lock screen. wtf @115858",apple_001345,apple_music_itunes,,
284413,183742,Fri Oct 06 15:26:37 +0000 2017,"@AppleSupport I had an iPhone 5s and it got cracked, during that time i got a iPhone 6s and by using the ""change my apple id"",",apple_003166,apple_id_icloud,,
1166636,394420,Sun Oct 15 05:46:35 +0000 2017,@AppleSupport after updating to 11.0.3 the battery work like crazy some time from 80 to 60 and I took pic was 51 down to 47 plz do something https://t.co/KwvdnE7BhD,apple_044945,battery_charging,,
2525543,324976,Thu Nov 16 02:31:58 +0000 2017,"I feel very lucky. I’m not experiencing any issues with iOS 11 on my 7 Plus, except for a frozen time indicator on the lock screen when I’m playing audio. @12210 @AppleSupport",apple_064623,audio_speaker,,
463074,225055,Fri Dec 01 06:19:59 +0000 2017,@AppleSupport The only Bluetooth device I have connected to it is my MacBook Pro which has Bluetooth on but I rarely ever use features requiring Bluetooth transmission between the two,apple_075309,wifi_connectivity,,
742540,297544,Wed Oct 11 14:29:00 +0000 2017,Did this stupid update and lost all my music 😡😤😤 @115948 @115858 @AppleSupport,apple_035040,apple_music_itunes,,
2591366,733932,Mon Oct 30 19:59:39 +0000 2017,Dear @AppleSupport please fix the battery issues since your iOS 11 launch. I can barely get through a day of full battery. Thnxs and love.,apple_025623,battery_charging,,
1338119,432114,Fri Oct 27 19:07:26 +0000 2017,@AppleSupport I think I found the answer: I can't pre-order iPhone X SIM-free at this time. I'm not sure when Apple will allow it. Thanks tho https://t.co/SICYUgzEPL,apple_022603,device_hardware,,
2736443,766828,Mon Nov 20 19:49:22 +0000 2017,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,apple_033584,app_problems,,
308551,189678,Sat Nov 04 11:40:47 +0000 2017,"@115858 @AppleSupport - I have Airpods that connect, disconnect etc. at will.  It also disconnects from my watch (not Apple), my car and my Fitbit.",apple_064928,audio_speaker,,
2869673,796893,Tue Nov 28 02:09:34 +0000 2017,@AppleSupport Thank you apple,apple_024420,app_problems,,
2427289,696957,Tue Nov 14 19:33:57 +0000 2017,@AppleSupport camera roll is no longer in chronological order? Some photos are missing. WTH. When can we expect a fix? #fail #ios11,apple_028747,ios_software_update,,
81978,134136,Thu Nov 30 15:33:40 +0000 2017,"@AppleSupport 11.1.2 on an SE. Like i said, no deviations off daily usage. Everything’s as is. Realised it wasn’t updating when I added music last night (which I do almost every night)",apple_024919,ios_software_update,,
1096867,378838,Mon Oct 23 22:12:45 +0000 2017,"@AppleSupport It'll remove all my downloads, stop the song that's playing out of nowhere, and just now it went crazy and skipped through every song 😭",apple_053588,apple_music_itunes,,
2639705,744967,Fri Nov 17 22:38:11 +0000 2017,"@AppleSupport Thanks for the quick reply, I was texting and my screen blacked out then restarted and was in a loop for 2 hours. I was pressing all buttons and it turned on, I updated the new iOS and no crashes since then. What causes this? How can i prevent this from happening again?",apple_057581,screen_display,,
1367033,438224,Fri Oct 27 22:21:11 +0000 2017,"@AppleSupport Password changes aren’t propagating across my devices. In some cases, very old passwords are turning up again.",apple_071092,device_hardware,,
1991468,589376,Fri Nov 03 02:48:25 +0000 2017,I’m done seeing all of these question mark boxes in place for “I️”. I paid way too much money for this phone. So what’s up @AppleSupport. https://t.co/uayiwwJ59j,apple_039219,other_unclear,,
1549462,479621,Fri Nov 03 22:42:24 +0000 2017,@AppleSupport £1000 for a phone that I can’t activate; 2 different SIM cards that work in other phones and your support says call carrier?,apple_035197,calls_cellular,,
2349437,679125,Mon Nov 13 17:15:38 +0000 2017,@AppleSupport Constant freezing / apps crashing. Black screened when I need to use the phone at times. Was fine previous to updates. Brutal.,apple_047510,screen_display,,
1850229,553917,Wed Oct 18 21:38:31 +0000 2017,@AppleSupport I've updated and battery drains fast and iPhone 6 slow. Now it is dead and won't charge. Just shows as charging but never does,apple_066612,ios_software_update,,
260863,178107,Fri Oct 06 03:29:14 +0000 2017,"@AppleSupport Hi there! I’m in a DM conversation with you, you sent a diagnostic which I ran, and now my phone is stuck “Waiting for Support” Help please?",apple_020585,app_problems,,
1646185,304357,Sun Nov 05 22:40:14 +0000 2017,Please tell me why every time I️ type “I️” it turns into a question mark @115858,apple_064346,other_unclear,,
366556,176402,Sun Oct 08 20:37:47 +0000 2017,@AppleSupport @202815 Or the battery are junk and expanding like others ha e posted,,battery_charging,,
400385,210680,Mon Oct 09 18:25:59 +0000 2017,@AppleSupport iPhone 6S Plus w iOS 11.0.2 - Speaker Phone will not work with calls,apple_044439,calls_cellular,,
2111418,622783,Wed Nov 08 13:39:30 +0000 2017,"@AppleSupport 

I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️",apple_041711,other_unclear,,
695321,285835,Thu Nov 23 12:17:59 +0000 2017,I want to buy the iPhone X but is there any point? since my iPhone 7 is already glitchy and slow. Battery all over the place apps constantly freezing @115858 #iPhoneX,apple_037220,battery_charging,,
2072245,612904,Sat Nov 25 11:07:33 +0000 2017,When listening to music on my @115858 phone why does it stop when I go into @917 🤔,apple_001982,apple_music_itunes,,
600403,262392,Sun Dec 03 23:06:58 +0000 2017,@AppleSupport 11.1.2,apple_016962,app_problems,,
2914628,806807,Tue Nov 28 23:33:45 +0000 2017,@AppleSupport It’s saying can’t connect to iMessage server. Try again,apple_037245,wifi_connectivity,,
436494,218657,Tue Oct 10 15:52:39 +0000 2017,"@AppleSupport why does my phone automatically play music when I connect the headphone and I can’t stop it,",apple_032613,apple_music_itunes,,
1886983,562802,Mon Oct 23 09:41:45 +0000 2017,"WTF @115858? Since I ran the update patch, Chrome can hardly load any web pages. I just get a blank screen.",apple_066412,screen_display,,
2488612,710691,Wed Nov 15 19:35:42 +0000 2017,@AppleSupport now its disabled because of incorrect password and when i try to connect to itunes to fix it then i get the 0e8000065 error,apple_061586,apple_id_icloud,,
2522560,718417,Thu Nov 16 01:10:55 +0000 2017,"@AppleSupport Hello, all my services work but I always get this notification and will never actually sign in despite all services working. What gives? https://t.co/3yhnKv3QTq",apple_037503,apple_id_icloud,,
