tweet_id,created_at,conversation_id,text,candidate_group,golden_intent,human_intent,human_notes,label_status,bulk_intent,bulk_confidence,bulk_reason,bulk_label_status,validation_status,review_number
944328,Sat Oct 21 08:54:16 +0000 2017,apple_004476,@AppleSupport @115850 7/n the person asked me to deposit my device for 4-5days to service the device on heating issue. This is 2017 AD and not BC.,device_hardware,,device_hardware,Human validation based on customer message and available conversation context.,provisional_bulk,device_hardware,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional,human_reviewed,
2123938,Wed Nov 08 16:29:57 +0000 2017,apple_077977,Mi iPhone 7 Plus presenta algunos problemas con App que se cierran u demoran para responder abrir la app que presiono. @119459 @119460 @624212 @AppleSupport @115858,other_unclear,,app_problems,Human validation based on customer message and available conversation context.,provisional_bulk,app_problems,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional,human_reviewed,
2965414,Wed Nov 29 22:11:40 +0000 2017,apple_060715,"Dear @115858, 

I am still patiently waiting for the day I can delete these apps I've #never used. 

Sincerely, me. https://t.co/9P2vBfYiHU",app_problems,,other_unclear,Human validation based on customer message and available conversation context.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional,human_reviewed,
2350767,Mon Nov 13 16:50:55 +0000 2017,apple_013694,@679441 @115858 @AppleSupport can you help with this guys ?,app_problems,,other_unclear,Human validation based on customer message and available conversation context.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional,human_reviewed,
810174,Sun Oct 08 10:27:38 +0000 2017,apple_004192,@AppleSupport unable to download music/install apps on iPad for months. Asks for me to use verification code from iPhone but doesn't work?,apple_music_itunes,,apple_id_icloud,Human validation based on customer message and available conversation context.,provisional_bulk,apple_id_icloud,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional,human_reviewed,
2296245,Sun Nov 12 10:41:11 +0000 2017,apple_053343,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",app_problems,,app_problems,Human validation based on customer message and available conversation context.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional,human_reviewed,
1636580,Mon Nov 06 03:00:35 +0000 2017,apple_015117,@AppleSupport I think that did it- thank you!,app_problems,,other_unclear,Human validation based on customer message and available conversation context.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional,human_reviewed,
1123670,Sat Oct 14 08:32:16 +0000 2017,apple_036636,Is anyone else’s iPhone making a high pitched alarm noise? It sounds like a smoke detector but from the speaker of my phone? @AppleSupport,audio_speaker,,audio_speaker,Human validation based on customer message and available conversation context.,provisional_bulk,audio_speaker,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional,human_reviewed,
188375,Wed Oct 04 16:35:20 +0000 2017,apple_039400,@AppleSupport I have not touched my phone to summon Siri nor anybody spoke hey Siri around.,screen_display,,other_unclear,Human validation based on customer message and available conversation context.,provisional_bulk,wifi_connectivity,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional,human_reviewed,
2261521,Sat Nov 11 00:58:22 +0000 2017,apple_008053,"@116333 @AppleSupport @144811 Every time I️ connect my phone via USB this song starts, this is getting really old! Why can’t iOS remember what I was listening to last and start there? Any car, any iPhone, any iOS, Please fix this, it’s killing me! https://t.co/yxtLKBdYpn",wifi_connectivity,,apple_music_itunes,Human validation based on customer message and available conversation context.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional,human_reviewed,
1977405,Wed Nov 01 19:30:23 +0000 2017,apple_029919,@AppleSupport after updating to iOS 11.1 battery indicator for Bluetooth speakers or headphones are not shown!,audio_speaker,,ios_software_update,Human validation based on customer message and available conversation context.,provisional_bulk,ios_software_update,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional,human_reviewed,
1216323,Wed Oct 25 17:29:53 +0000 2017,apple_013394,@AppleSupport It pops up every time I look at my phone after I come out of the subway. Global setting? I just installed iOS and haven’t looked at new features yet but I wish default wasn’t to bother me repeatedly,app_store_downloads,,ios_software_update,Human validation based on customer message and available conversation context.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional,human_reviewed,
1027597,Mon Oct 23 00:32:23 +0000 2017,apple_050218,"So @115858 when are yall gunna fix this update, because if my phone freezes for 2 mins while im in traffic ONE MORE TIME !!!!!!",ios_software_update,,device_hardware,Bulk provisional label based on message content: device_hardware.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional,needs_human_review,
2072245,Sat Nov 25 11:07:33 +0000 2017,apple_001982,When listening to music on my @115858 phone why does it stop when I go into @917 🤔,apple_music_itunes,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,apple_music_itunes,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional,needs_human_review,
1340829,Fri Oct 27 09:38:25 +0000 2017,apple_040015,@AppleSupport secured #iPhoneX at launch but ONLY w/a select carrier. Yet was told by Apple #Retail I could buy SIM-free like iPhone8. How? https://t.co/l4TpVlz0dE,device_hardware,,calls_cellular,Bulk provisional label based on message content: calls_cellular.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional,needs_human_review,
2562363,Thu Nov 16 16:51:26 +0000 2017,apple_036589,@115858 when are you going to fix this bug because am getting really annoyed. About to leave apple and return to droid.,app_problems,,app_problems,Bulk provisional label based on message content: app_problems.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional,needs_human_review,
1338119,Fri Oct 27 19:07:26 +0000 2017,apple_022603,@AppleSupport I think I found the answer: I can't pre-order iPhone X SIM-free at this time. I'm not sure when Apple will allow it. Thanks tho https://t.co/SICYUgzEPL,device_hardware,,calls_cellular,Bulk provisional label based on message content: calls_cellular.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional,needs_human_review,
2237178,Fri Nov 10 15:51:17 +0000 2017,apple_019826,"My phone isn't downloading apps its always says ""waiting"" ben that way for days anyone know what I can do? @AppleSupport",app_store_downloads,,app_problems,Bulk provisional label based on message content: app_problems.,provisional_bulk,wifi_connectivity,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional,needs_human_review,
747792,Wed Oct 11 16:20:08 +0000 2017,apple_071137,@AppleSupport Done!,other_unclear,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional,needs_human_review,
215819,Wed Oct 04 20:24:02 +0000 2017,apple_072568,@167325 @AppleSupport It’s the worst....wish I could downgrade 😂,app_problems,,ios_software_update,Bulk provisional label based on message content: ios_software_update.,provisional_bulk,battery_charging,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional,needs_human_review,
40519,Wed Nov 01 12:05:35 +0000 2017,apple_063145,@AppleSupport hi so I got an email my account was locked. But I’m pretty sure it was a fake.,app_problems,,apple_id_icloud,Bulk provisional label based on message content: apple_id_icloud.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional,needs_human_review,
2863559,Mon Nov 27 23:26:13 +0000 2017,apple_001131,@AppleSupport my iPhone 6s Plus keeps crashing since new IOS. Tried re installing etc but no luck...,app_store_downloads,,ios_software_update,Bulk provisional label based on message content: ios_software_update.,provisional_bulk,audio_speaker,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional,needs_human_review,
1160540,Sun Oct 15 18:46:46 +0000 2017,apple_075874,@AppleSupport can you help me figure out the battery health of my iPhone 6s? It typically lasts only for a few hrs ):,calls_cellular,,battery_charging,Bulk provisional label based on message content: battery_charging.,provisional_bulk,battery_charging,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional,needs_human_review,
1752110,Tue Oct 17 20:55:15 +0000 2017,apple_074143,"@AppleSupport iPhone 7, still not downloading, no issues with my account etc",app_store_downloads,,apple_id_icloud,Bulk provisional label based on message content: apple_id_icloud.,provisional_bulk,apple_music_itunes,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional,needs_human_review,
2736443,Mon Nov 20 19:49:22 +0000 2017,apple_033584,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional,needs_human_review,
1924839,Mon Nov 13 16:36:01 +0000 2017,apple_007973,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,apple_id_icloud,,app_problems,Bulk provisional label based on message content: app_problems.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional,needs_human_review,
689396,Thu Nov 23 07:29:39 +0000 2017,apple_026709,@AppleSupport since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,battery_charging,,ios_software_update,,human_reviewed,,,,,,1
500083,Fri Dec 01 18:45:37 +0000 2017,apple_008659,@O2 after 11 year as a loyal customer I get treated like this. All I want is my iPhone unlocking so I can use a @122326 sim. @115858 they have blamed you for the hold up as they need to get a code from you is this true?,calls_cellular,,calls_cellular,,human_reviewed,,,,,,2
2284493,Sat Nov 11 05:20:26 +0000 2017,apple_002688,@115858 stop turning my bluetooth on every time my phone restarts.,audio_speaker,,other_unclear,,human_reviewed,,,,,,3
2237309,Fri Nov 10 15:32:22 +0000 2017,apple_030516,"@AppleSupport Well, hum, after a day with the latest version, there is not much progress. Unplugged the phone at 9 AM, it is now 4:30 PM https://t.co/YpURUCwaQZ",app_problems,,battery_charging,,human_reviewed,,,,,,4
585903,Sun Dec 03 10:29:22 +0000 2017,apple_023412,@115858 I didn't buy a damn iPhone for it to respring everytime I tap on the screen. Get your shit together. #iPhone #Respring #SoftReboot,screen_display,,ios_software_update,,human_reviewed,,,,,,5
1798495,Sat Oct 14 00:49:29 +0000 2017,apple_038680,"@AppleSupport my phone dies so quickly, now. Not sure if it’s due to the update or another problem... 😞",battery_charging,,battery_charging,,human_reviewed,,,,,,6
2790649,Tue Nov 21 20:11:15 +0000 2017,apple_041950,"@AppleSupport my iPhone has suddenly started draining battery rapidly, losing 20% for example in under a minute! Whyyyyy",battery_charging,,battery_charging,,human_reviewed,,,,,,7
2412410,Tue Nov 14 16:40:20 +0000 2017,apple_064236,"When you’re trying to listen to music on your iPhone and your phone says your @115858 headphones are not an accessory supported by the device...excuse me, what?",apple_music_itunes,,audio_speaker,,human_reviewed,,,,,,8
2500862,Wed Nov 15 18:58:17 +0000 2017,apple_001335,@118845 hey my headphones are really quiet. I turn it all the way up and they still are quiet. Please help me!!!!!,audio_speaker,,audio_speaker,,human_reviewed,,,,,,9
400861,Mon Oct 09 18:45:47 +0000 2017,apple_007442,@AppleSupport 11.0.2 battery life has gone from 9 hours to max 6 hours now,battery_charging,,battery_charging,,human_reviewed,,,,,,10
1132173,Tue Oct 24 03:44:05 +0000 2017,apple_058903,@AppleSupport I have a month with my iPhone 8plus³ and still do not finish loading my photos.! I have good Internet and no load!,wifi_connectivity,,other_unclear,,human_reviewed,,,,,,11
1557350,Sat Nov 04 02:06:49 +0000 2017,apple_029371,@115858 really needs to patch this keyboard issue I️,screen_display,,ios_software_update,,human_reviewed,,,,,,12
1861583,Thu Oct 19 16:55:28 +0000 2017,apple_002936,@115858 what should I do now that your shitty headphones broke in my phone ? https://t.co/iF0pvfveRp,audio_speaker,,audio_speaker,,human_reviewed,,,,,,13
1760187,Tue Nov 07 22:54:26 +0000 2017,apple_074712,"Dear @115858 Fix your crap. I spent a billion dollars on this phone &amp; it can’t even type letter ‘I’ correctly. It’s an iPhone, the letter “i” should be your specialty.",screen_display,,ios_software_update,,human_reviewed,,,,,,14
1919559,Thu Oct 26 12:02:07 +0000 2017,apple_043041,.@AppleSupport Since updating to 11.0.3 I can only send an MMS by first turning Wi-Fi off. Is this going to be fixed?,wifi_connectivity,,wifi_connectivity,,human_reviewed,,,,,,15
2303144,Sun Nov 12 16:27:51 +0000 2017,apple_055483,Download 11.1 they said.  I️t will be fun and correct your issues they said. No @115858 I️t hasn’t and only slowed my phone down more.  Time to switch because I️t has gotten worse over the last year.,app_store_downloads,,ios_software_update,,human_reviewed,,,,,,16
1202042,Wed Oct 25 06:52:00 +0000 2017,apple_025800,@115858 can u plz help me my phone keep saying it has headphones in but there’s no headphones in!!!!,audio_speaker,,audio_speaker,,human_reviewed,,,,,,17
336583,Sat Oct 07 16:25:23 +0000 2017,apple_023822,"Bought the new @34587 album on @118721 , songs were out of order. Deleted and re-downloaded now 2 songs are missing. #help @115858",app_store_downloads,,apple_music_itunes,,human_reviewed,,,,,,18
1475391,Thu Nov 02 19:43:57 +0000 2017,apple_039751,Hola @115858 me ha llegado un correo para resetear mi cuenta iCloud... es de ustedes o es un virus?,apple_id_icloud,,apple_id_icloud,,human_reviewed,,,,,,19
2519374,Thu Nov 16 01:35:16 +0000 2017,apple_048124,@717638 @115858 My phone doesn't even ring anymore. It just pops up that I've missed a call,calls_cellular,,calls_cellular,,human_reviewed,,,,,,20
1925111,Fri Oct 27 07:14:11 +0000 2017,apple_021419,@AppleSupport why do you keep taking my money!!!! Apple hold keeps taking $1 every other week from me!!!!!!,app_problems,,other_unclear,,human_reviewed,,,,,,21
2077723,Mon Oct 09 09:09:03 +0000 2017,apple_039593,"Hey @115858, you need me to have access to a device to access any form of help for my broken device. Catch 22, my friends.",device_hardware,,device_hardware,,human_reviewed,,,,,,22
148233,Fri Nov 24 17:09:45 +0000 2017,apple_031780,@AppleSupport It’s the only WiFi I connect to so I can’t really answer that,wifi_connectivity,,wifi_connectivity,,human_reviewed,,,,,,23
652789,Sun Oct 15 20:21:15 +0000 2017,apple_008925,@AppleSupport I already did that. I also did the force restart and the same thing happened,app_problems,,other_unclear,,human_reviewed,,,,,,24
1620561,Sun Nov 05 06:18:39 +0000 2017,apple_074730,@AppleSupport @115858 I’m not entirely sure what’s going on? I managed to go through the reservation now it’s reverted back to this?? https://t.co/DcBhDI2Y2q,app_problems,,other_unclear,,human_reviewed,,,,,,25
2440888,Tue Nov 14 22:36:34 +0000 2017,apple_042657,@115858 the camera on the brand new iPhone 8 I bought on Sunday doesn’t work as I discovered today at the airport while trying to take a picture of my parking location .  Very inconvenienced and pissed as I’m on travel for work!  Was up at 6am Sunday to wait in line to get it!,device_hardware,,device_hardware,,human_reviewed,,,,,,26
333624,Sat Oct 07 17:54:35 +0000 2017,apple_036322,Aye @115858 y’all better fix this Do Not Disturn button.,device_hardware,,other_unclear,,human_reviewed,,,,,,27
2482434,Sun Oct 29 23:15:57 +0000 2017,apple_016952,"Wow @115858 ever since my update my #iphone has gotten slower and dumber, I guess I’ll take the #smart out of it and just toss it #good #job",ios_software_update,,ios_software_update,,human_reviewed,,,,,,28
199307,Wed Oct 04 12:17:53 +0000 2017,apple_012401,iPhone 6s is officially one year old today... and my Touch ID just randomly stopped working @115858 #helpme #forgotallmypasswords,apple_id_icloud,,device_hardware,,human_reviewed,,,,,,29
1725665,Tue Nov 07 03:12:33 +0000 2017,apple_035485,@115858 stop waiting around &amp; fix the “I️” big issue because to programmers who don’t work for you- it’s aggravating &amp; insulting.,app_store_downloads,,ios_software_update,,human_reviewed,,,,,,30
1192069,Sun Oct 15 23:30:28 +0000 2017,apple_026786,"@AppleSupport This is what movies anywhere settings look like, I dont have those settings, that is why I can't connect or disconnect my itunes account https://t.co/ylONULiI1L",wifi_connectivity,,apple_id_icloud,,human_reviewed,,,,,,31
417281,Tue Oct 10 02:52:11 +0000 2017,apple_033971,I need to rethink life. My iPhone camera sucks @115858,device_hardware,,device_hardware,,human_reviewed,,,,,,32
1628497,Sun Nov 05 04:14:31 +0000 2017,apple_001975,@AppleSupport When can we expect a bug fix for the whole “I️” keyboard issue,app_problems,,ios_software_update,,human_reviewed,,,,,,33
126398,Fri Nov 24 02:59:30 +0000 2017,apple_012909,The act of trying to get data from one @115858 iPhone to another (my new one) must be one of the most complicated and frustrating technological processes I have encountered in a long time. There must be a simpler way.,calls_cellular,,other_unclear,,human_reviewed,,,,,,34
2410164,Sun Nov 26 17:38:58 +0000 2017,apple_069773,@115858 releases overpriced @797 and suddenly my iPhone camera stops working. GTFOH!! @136958 please stop this bull shiitake!,device_hardware,,device_hardware,,human_reviewed,,,,,,35
2283119,Sat Nov 11 19:23:10 +0000 2017,apple_029392,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,device_hardware,,other_unclear,,human_reviewed,,,,,,36
2276939,Sat Nov 11 13:56:24 +0000 2017,apple_049238,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa",other_unclear,,ios_software_update,,human_reviewed,,,,,,37
1976581,Wed Nov 01 18:09:06 +0000 2017,apple_017759,Wtf @115858??? https://t.co/UOdELVJ60d,other_unclear,,other_unclear,,human_reviewed,,,,,,38
1557170,Sat Nov 11 13:33:07 +0000 2017,apple_019283,Why does this do this?! It’s so weird. @115858 anything?? It’s not my keyboard shortcuts so please help always replaces my I’s https://t.co/Nst53eNuMm,screen_display,,ios_software_update,,human_reviewed,,,,,,39
1740800,Sat Oct 28 23:28:15 +0000 2017,apple_039340,"Since #ios11, my alarm is silent, calls don’t work and apps keep freezing. @AppleSupport @115858 great job",ios_software_update,,ios_software_update,,human_reviewed,,,,,,40
1655492,Wed Oct 18 13:22:12 +0000 2017,apple_073949,"@AppleSupport ""Connections to host https://t.co/UE9wL6EXSQ on the default ports failed.""",wifi_connectivity,,wifi_connectivity,,human_reviewed,,,,,,41
1645496,Mon Nov 06 00:13:00 +0000 2017,apple_057669,@115858 Heartbroken 💔 Think I may have lost all the photos of my pregnancy and newborn baby girl. Surely there is something that can be done!,device_hardware,,apple_id_icloud,,human_reviewed,,,,,,42
411144,Mon Oct 09 23:55:31 +0000 2017,apple_052455,@115858 the new 11 download has screwed my phone up completely!!!!please fix this problem.its basically a frozen mess!!,app_store_downloads,,ios_software_update,,human_reviewed,,,,,,43
2441813,Tue Nov 14 23:09:18 +0000 2017,apple_034502,Alright guys anyone have an old unlocked phone laying around I'm sick of having no storage,apple_id_icloud,,other_unclear,,human_reviewed,,,,,,44
851766,Fri Oct 20 13:29:25 +0000 2017,apple_050272,"@AppleSupport Hi, I had my 6S+ battery replaced @ my local Apple Store over the weekend. Now, my front camera doesn't work. Suggestions?",battery_charging,,device_hardware,,human_reviewed,,,,,,45
724937,Wed Oct 11 03:06:33 +0000 2017,apple_042703,"my iPhone has died a total of FOUR times today even though every time it was on ""100%""... @115858, you're going to get a very angry call soon",calls_cellular,,battery_charging,,human_reviewed,,,,,,46
1003738,Sun Oct 22 12:38:47 +0000 2017,apple_014087,@AppleSupport impossible d’installer ios 11.0.3   Décidément ios 11 c’est vraiment de la merde,ios_software_update,,ios_software_update,,human_reviewed,,,,,,47
84175,Thu Nov 30 06:49:13 +0000 2017,apple_058914,My phones speaker just broke down on me thanks @115858 do better,audio_speaker,,audio_speaker,,human_reviewed,,,,,,48
2728172,Mon Nov 20 07:38:33 +0000 2017,apple_064240,"@AppleSupport 

leave us back to ios 10🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼
Ios 11 is terrible 🤮

if I do not switch to android",ios_software_update,,ios_software_update,,human_reviewed,,,,,,49
1707652,Mon Nov 06 22:15:37 +0000 2017,apple_015390,These damn check boxes @115858 is annoying and I️ can’t fix it because y’all won’t fix my damn iCloud account,apple_id_icloud,,apple_id_icloud,,human_reviewed,,,,,,50
2565712,Thu Nov 16 18:05:43 +0000 2017,apple_040891,"@115858 @AppleSupport worst service ever! 3000+ pictures/videoes of my son from a baby, Christmas, birthday GONE!! No answer as to why or anything. Will definitely be getting rid of my phone now and won’t be using Apple products again🙂 #ios1111",ios_software_update,,ios_software_update,,human_reviewed,,,,,,51
1099713,Mon Oct 23 22:51:36 +0000 2017,apple_012596,"@AppleSupport Both. 

Quit and relaunched Maps in between switching from Wi-Fi to cellular just to be sure.",wifi_connectivity,,wifi_connectivity,,human_reviewed,,,,,,52
1795222,Thu Oct 12 06:44:26 +0000 2017,apple_040791,This thing is the bane of my life. @115858 when will you make things that don't break after a couple of months? This is the second one starts to pause and skip songs. 🙄 https://t.co/eJDJuuI7fo,apple_music_itunes,,audio_speaker,,human_reviewed,,,,,,53
2065144,Sat Oct 07 20:38:52 +0000 2017,apple_002876,@115858 I’m not listening to music wtf https://t.co/7a1GuyPBQR,apple_music_itunes,,apple_music_itunes,,human_reviewed,,,,,,54
247118,Thu Oct 05 08:54:58 +0000 2017,apple_014094,@AppleSupport you real screwed the pooch on iOS 11! Siri is a mess. Battery life is a mess. iPhone keeps crashing.,battery_charging,,ios_software_update,,human_reviewed,,,,,,55
1709996,Tue Nov 07 00:43:58 +0000 2017,apple_024583,@115858 you need to get this under control it’s annoying https://t.co/v7ZwhDu6S2,other_unclear,,other_unclear,,human_reviewed,,,,,,56
1153446,Sun Oct 15 17:21:58 +0000 2017,apple_025882,@391389 @AppleSupport It made my phone SUPER slow and glitchy,app_problems,,ios_software_update,,human_reviewed,,,,,,57
