tweet_id,text,candidate_group,bulk_intent,bulk_notes,label_status,conversation_id,created_at
40519,@AppleSupport hi so I got an email my account was locked. But I’m pretty sure it was a fake.,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_063145,Wed Nov 01 12:05:35 +0000 2017
1301334,@115858 why do I have to re-enter my wifi password constantly since the latest iOS update? (4x in last 3hrs),apple_id_icloud,wifi_connectivity,bulk classification based on message content.,bulk_labeled,apple_072770,Thu Oct 26 23:33:25 +0000 2017
53601,@128116 @AppleSupport Slo! I am facing the same issue. Quickly put the call on and off the speaker mode and you can start hearing.,audio_speaker,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_010154,Thu Nov 02 03:16:03 +0000 2017
2794340,"WITH YALLS LATEST UPDATE, I CANT EVEN PLUG MY PHONE INTO MY CAR USB TO LISTEN TO MUSIC WITHOUT IT SAYING “MEDIA CONNECTION FAILED”. FIX THAT @115858 😤",wifi_connectivity,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_032305,Tue Nov 21 21:36:51 +0000 2017
2743018,"@AppleSupport you suck so bad. I hate you. Waiting forever for @118721 to load, you never seem to like my recently created password. Then iTunes just hangs, as you can see in this photo.  What a waste of time. https://t.co/P6cRmsXDbP",apple_id_icloud,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_073086,Mon Nov 20 18:40:34 +0000 2017
2977706,"@AppleSupport No, if the phone locks while I’m on FaceTime the screen is useless. I can’t unlock it, use the flashlight or camera buttons, nothing.",device_hardware,screen_display,bulk classification based on message content.,bulk_labeled,apple_028792,Thu Nov 30 03:22:10 +0000 2017
1804005,I wish @AppleSupport would let me download the previous iOS so that my phone can actually work normal again #SteveJobsWouldntAllowThis,app_store_downloads,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_053579,Fri Oct 13 16:10:19 +0000 2017
193602,@AppleSupport I can't turn it off / restart it however both the home button and the turn off button work to login / put on standby respectively,apple_id_icloud,device_hardware,bulk classification based on message content.,bulk_labeled,apple_008516,Wed Oct 04 15:01:25 +0000 2017
2547103,"@AppleSupport Hi, my friend bought iphone x from italian apple site and now he need an invoice (he has a Vat italian code) instead of a simple receipt. Is it possible to request? How? Thanks for your reply!",device_hardware,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_004534,Thu Nov 16 08:17:14 +0000 2017
2296245,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_053343,Sun Nov 12 10:41:11 +0000 2017
1133200,@AppleSupport Part 2: can’t change volume when phone is locked; loudspeaker during calls doesn’t work;,audio_speaker,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_034826,Tue Oct 24 15:20:29 +0000 2017
746876,"Hey @AppleSupport, is it normal that the new iOS has WiFi connectivity issues? (iPhone 7+)",app_problems,wifi_connectivity,bulk classification based on message content.,bulk_labeled,apple_015436,Wed Oct 11 16:03:15 +0000 2017
2965414,"Dear @115858, 

I am still patiently waiting for the day I can delete these apps I've #never used. 

Sincerely, me. https://t.co/9P2vBfYiHU",app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_060715,Wed Nov 29 22:11:40 +0000 2017
118049,"@AppleSupport  update ios 11.1.2 messed up battery life to just a few hours, screen unresponsive sometimes, overheating and music just stops randomly 😡😡😡😡 IPhone 7 Plus",screen_display,battery_charging,bulk classification based on message content.,bulk_labeled,apple_025500,Thu Nov 23 21:58:11 +0000 2017
2403738,@AppleSupport so fed up with my iPhone 5se freezing since iso 11.1 being installed !battery losing full charge within a few hours - (no streaming) #help #annoyed,app_store_downloads,battery_charging,bulk classification based on message content.,bulk_labeled,apple_057690,Tue Nov 14 08:26:55 +0000 2017
1710755,@AppleSupport fix this Fucking letter l glitch. Because I️ am annoyed that I️ can’t be selfish and say Fucking I️ anymore.,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_051152,Tue Nov 07 00:53:48 +0000 2017
1924839,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,apple_id_icloud,other_unclear,no clear intent signal.,bulk_labeled,apple_007973,Mon Nov 13 16:36:01 +0000 2017
2508160,@AppleSupport Just the music app is giving me issues... 11.1.1 and it’s deleting the music I have. Not all the songs are downloading properly. My albums are disappearing or breaking. Getting sick of it. It hasn’t worked properly since I updated to iOS 11,app_store_downloads,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_002934,Wed Nov 15 22:07:24 +0000 2017
1756110,"@528788 @115858 Bluetooth turning itself on, auto brightness can’t be shut off, inch tall titles MESSAGES, INBOX it’s the fucking worst. New font? Dumb.",screen_display,wifi_connectivity,bulk classification based on message content.,bulk_labeled,,Tue Oct 17 20:18:37 +0000 2017
2207608,@AppleSupport This update is trash fix I️t sis,other_unclear,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_030255,Fri Nov 10 01:18:54 +0000 2017
2525543,"I feel very lucky. I’m not experiencing any issues with iOS 11 on my 7 Plus, except for a frozen time indicator on the lock screen when I’m playing audio. @12210 @AppleSupport",audio_speaker,screen_display,bulk classification based on message content.,bulk_labeled,apple_064623,Thu Nov 16 02:31:58 +0000 2017
1338119,@AppleSupport I think I found the answer: I can't pre-order iPhone X SIM-free at this time. I'm not sure when Apple will allow it. Thanks tho https://t.co/SICYUgzEPL,device_hardware,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_022603,Fri Oct 27 19:07:26 +0000 2017
2736443,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_033584,Mon Nov 20 19:49:22 +0000 2017
2869673,@AppleSupport Thank you apple,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_024420,Tue Nov 28 02:09:34 +0000 2017
81978,"@AppleSupport 11.1.2 on an SE. Like i said, no deviations off daily usage. Everything’s as is. Realised it wasn’t updating when I added music last night (which I do almost every night)",ios_software_update,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_024919,Thu Nov 30 15:33:40 +0000 2017
1367033,"@AppleSupport Password changes aren’t propagating across my devices. In some cases, very old passwords are turning up again.",device_hardware,apple_id_icloud,bulk classification based on message content.,bulk_labeled,apple_071092,Fri Oct 27 22:21:11 +0000 2017
1850229,@AppleSupport I've updated and battery drains fast and iPhone 6 slow. Now it is dead and won't charge. Just shows as charging but never does,ios_software_update,battery_charging,bulk classification based on message content.,bulk_labeled,apple_066612,Wed Oct 18 21:38:31 +0000 2017
260863,"@AppleSupport Hi there! I’m in a DM conversation with you, you sent a diagnostic which I ran, and now my phone is stuck “Waiting for Support” Help please?",app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_020585,Fri Oct 06 03:29:14 +0000 2017
600403,@AppleSupport 11.1.2,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_016962,Sun Dec 03 23:06:58 +0000 2017
2914628,@AppleSupport It’s saying can’t connect to iMessage server. Try again,wifi_connectivity,other_unclear,no clear intent signal.,bulk_labeled,apple_037245,Tue Nov 28 23:33:45 +0000 2017
2488612,@AppleSupport now its disabled because of incorrect password and when i try to connect to itunes to fix it then i get the 0e8000065 error,apple_id_icloud,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_061586,Wed Nov 15 19:35:42 +0000 2017
2522560,"@AppleSupport Hello, all my services work but I always get this notification and will never actually sign in despite all services working. What gives? https://t.co/3yhnKv3QTq",apple_id_icloud,other_unclear,no clear intent signal.,bulk_labeled,apple_037503,Thu Nov 16 01:10:55 +0000 2017
2066236,@115858 explain to me why my WiFi &amp; Bluetooth randomly turns on for no reason &amp; yet doesn’t pick up any recognizable signal til I reset it 😒,calls_cellular,wifi_connectivity,bulk classification based on message content.,bulk_labeled,apple_038412,Sun Oct 08 01:56:16 +0000 2017
2477668,.@115858 ‘s every iOS update makes my phone dumber and slower. This is programmed obsolescence. #ShameOnYou Apple!,app_problems,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_013143,Wed Nov 15 07:33:43 +0000 2017
1721778,@AppleSupport Only whatsapp. And many other people too seem to be facing the same problem as I’ve seen just now online,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_037852,Tue Oct 17 18:35:37 +0000 2017
2913258,@applesupport I’ve installed iOS 11.1.2 and my battery is draining super fast (25% in the last hour). Is there a fix for this?,app_store_downloads,battery_charging,bulk classification based on message content.,bulk_labeled,apple_000693,Tue Nov 28 22:20:20 +0000 2017
2837165,@AppleSupport Thanks for returning my computer with a fixed screen but now no sound capabilities and a computer that shuts off after charging for a few minutes!,audio_speaker,battery_charging,bulk classification based on message content.,bulk_labeled,apple_042287,Mon Nov 27 14:28:42 +0000 2017
322345,@AppleSupport No iPhone 7 but how? https://t.co/UlYSRGcfNU,app_problems,device_hardware,bulk classification based on message content.,bulk_labeled,apple_021224,Sat Oct 07 16:51:01 +0000 2017
947802,"@AppleSupport I am still logged in on my Macbook Pro, so my account itself is still working, but my phone does not want to sign in.",apple_id_icloud,device_hardware,bulk classification based on message content.,bulk_labeled,apple_054975,Sat Oct 21 22:36:15 +0000 2017
708635,@AppleSupport Restarted my phone several times and no luck. Trying to download new update on my phone but it's taking forever. Just want to use my text,app_store_downloads,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_048524,Tue Oct 10 02:59:55 +0000 2017
2863559,@AppleSupport my iPhone 6s Plus keeps crashing since new IOS. Tried re installing etc but no luck...,app_store_downloads,app_problems,bulk classification based on message content.,bulk_labeled,apple_001131,Mon Nov 27 23:26:13 +0000 2017
1920051,"@AppleSupport @115858 latest iOS update =complete garbage no caller id, keeps activating WiFi &amp; Bluetooth on its own battery 1/3 precious",wifi_connectivity,battery_charging,bulk classification based on message content.,bulk_labeled,apple_011146,Thu Oct 26 14:14:52 +0000 2017
2012071,@AppleSupport Don’t get any notification of missed call or vm until I open Phone app (2/2),other_unclear,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_024608,Wed Oct 18 23:40:52 +0000 2017
1248369,"""If you love the life you live, live it every day.” Fats Domino inspired generations. His music &amp; legacy will live on forever. Rest in peace",other_unclear,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_072460,Thu Oct 26 01:09:51 +0000 2017
2302808,I just bought an #Iphone8 and I witness a audio problem both with headphones and standard calls. I have iso 11.0.3 Fix it @AppleSupport,audio_speaker,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_042377,Sun Oct 29 17:08:40 +0000 2017
1536267,"@AppleSupport morning... it's downloaded, then shows the error:  ""Unable to download the App, Twitter could not be downloaded at this time"" -screenshots- https://t.co/eZD8EExP28",app_store_downloads,screen_display,bulk classification based on message content.,bulk_labeled,apple_008133,Sat Nov 04 12:56:08 +0000 2017
2567067,@AppleSupport Same error on 11.1.2. Can I restart the hotspot configuration from the iPhone ? I have tried to restart from the connected devices but does not work. Thank you! ,wifi_connectivity,device_hardware,bulk classification based on message content.,bulk_labeled,apple_051246,Sun Nov 19 11:32:33 +0000 2017
2343831,Got my new Three SIM card yay... and now the sim drawer won’t open on my phone... so O2 still have me! @AppleSupport can you help me with this? Looks like the sim isn’t fitting in the slot preventing it from opening! Do I come to your store to get it sorted?,device_hardware,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_004208,Mon Nov 13 12:55:47 +0000 2017
2439809,@AppleSupport It’s been happening with all updates of iOS 11. It didn’t do that pre 11. I’m on the 11.1.1 (most up to date one) on both devices.,device_hardware,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_073843,Wed Nov 15 10:50:13 +0000 2017
641997,@AppleSupport can you use Project Fi nano SIM card in a cellular model iPad?,device_hardware,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_072252,Wed Nov 22 20:24:24 +0000 2017
686862,"I can’t update nor download any apps and I’ve signed out and back in the App Store, Apple ID allat . @AppleSupport",apple_id_icloud,app_store_downloads,bulk classification based on message content.,bulk_labeled,apple_014867,Thu Nov 23 05:12:40 +0000 2017
1956762,Wondering how/if I de-install ios11. My 6 would last quite happily for 6-8 hrs even with extensive use. Now 4 if I’m lucky @AppleSupport,app_store_downloads,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_028107,Mon Oct 30 17:31:18 +0000 2017
433058,@AppleSupport When I’m at my home screen bro I can’t see my signal bars or battery percentage,screen_display,battery_charging,bulk classification based on message content.,bulk_labeled,apple_071830,Tue Oct 10 16:52:45 +0000 2017
2562363,@115858 when are you going to fix this bug because am getting really annoyed. About to leave apple and return to droid.,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_036589,Thu Nov 16 16:51:26 +0000 2017
2593234,@AppleSupport I don’t understand why my phones keeps freezing EVERY 20 minutes and I’m not exaggerating 😕😕,other_unclear,app_problems,bulk classification based on message content.,bulk_labeled,apple_064137,Fri Nov 17 01:49:30 +0000 2017
2398140,"@AppleSupport Emediatly after I update to IOS 11.1.1, for the connection, it happens in all the networks I deal with( in my town, home, and at work outside my town..)..",other_unclear,wifi_connectivity,bulk classification based on message content.,bulk_labeled,apple_055331,Tue Nov 14 13:25:53 +0000 2017
2592240,"@AppleSupport @116230 Solved it. Made a Win10 boot disk with instructions from the link below, and used Repair &amp; System Restore to back out the broken driver update. #Bootcamp should offer the option to create a bootable USB so you can repair Windows installs!

https://t.co/b7mqClR0n2",device_hardware,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_073112,Fri Nov 17 01:43:29 +0000 2017
2948255,Is anyone else having issues with their iPhone 6 where all older photos were automatically downloaded to iCloud and you can no longer send them in I message? @AppleSupport how do I fix?,calls_cellular,apple_id_icloud,bulk classification based on message content.,bulk_labeled,apple_045198,Wed Nov 29 15:56:51 +0000 2017
1773204,@AppleSupport @532936 Yeah that work around doesn’t work anymore!!,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_063425,Wed Nov 08 03:46:45 +0000 2017
1445694,"@AppleSupport Hi, you asked if you can help. So... How do I stop iOS updates from automatically downloading? Deleted two so far: 2.6GB of unwanted data.",calls_cellular,app_store_downloads,bulk classification based on message content.,bulk_labeled,apple_000410,Mon Oct 16 21:28:51 +0000 2017
433065,"Since @115858 update, I can’t ffw/rew on podcast app, change songs on amazon music, or even change the volume without unlocking my phone.",audio_speaker,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_018820,Tue Oct 10 14:46:29 +0000 2017
434632,Why can’t I download iTunes? It keeps saying error @AppleSupport,app_store_downloads,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_010557,Tue Oct 10 14:43:38 +0000 2017
1559984,"Dear @115858 IOS 11.1 is SHITTTT!! Battery=fucked, wifi= won’t stay connected, phone=keeps freezing .. get your shit together 😡😡😡😡",wifi_connectivity,battery_charging,bulk classification based on message content.,bulk_labeled,apple_074595,Sat Nov 04 03:08:06 +0000 2017
215819,@167325 @AppleSupport It’s the worst....wish I could downgrade 😂,app_problems,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_072568,Wed Oct 04 20:24:02 +0000 2017
1780146,@AppleSupport Yes I’m using the music app. The lock screen player is greyed out 90% of the time.,screen_display,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_032162,Wed Oct 18 12:27:07 +0000 2017
2060311,@AppleSupport Your upgrades are designed to make the hardware obsolete and force us to buy a new phone. Your company’s a scam...,device_hardware,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_041016,Sun Oct 08 16:37:09 +0000 2017
1745514,Yo @AppleSupport what the hell is this box on my screen https://t.co/WcHl8uyBaT,other_unclear,screen_display,bulk classification based on message content.,bulk_labeled,apple_006090,Tue Nov 07 06:40:41 +0000 2017
2799418,@AppleSupport hello!! How can I turn off the auto brightness on my iPhone? Or what can I do to save battery?,screen_display,battery_charging,bulk classification based on message content.,bulk_labeled,apple_027997,Tue Nov 21 23:47:39 +0000 2017
949670,"@AppleSupport @345235 Unfortunately yes the battery drain very fast,I have 6s and and after installing iso 11.0.3 the performance becomes very poor",app_store_downloads,battery_charging,bulk classification based on message content.,bulk_labeled,apple_033553,Sat Oct 21 17:33:29 +0000 2017
1682439,@AppleSupport Switching off*,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_024924,Tue Nov 07 18:38:33 +0000 2017
1425149,"@AppleSupport Little correction: Play button icon ws displayed bt song can’t be heard.
It’s taking 1.5 hours for #iPhone8 fr full charge. Is that Normal?",apple_music_itunes,battery_charging,bulk classification based on message content.,bulk_labeled,apple_062768,Mon Oct 16 18:16:07 +0000 2017
546678,"@AppleSupport Hi! Thanks for getting back to me.  Not on beta, downloaded the GM when it went live overnight",app_store_downloads,other_unclear,no clear intent signal.,bulk_labeled,apple_054532,Sat Dec 02 17:17:13 +0000 2017
1065842,"@AppleSupport Whichever application you use,
Always enough to say
 Somehow a bug occurs.

Once you have uploaded to iOS 11.0.3
A lot of problems occurred.",ios_software_update,app_problems,bulk classification based on message content.,bulk_labeled,apple_039717,Mon Oct 23 21:20:04 +0000 2017
152892,@AppleSupport (2) recall to be the thing that caused it. I also downloaded the Anomal Crossing app but i dont think that was it. After the video my phone's message app has been acting up and nothing seems to fix it. I have not tried with wifi yet as I dont have wifi today. Tomorrow I will.,app_store_downloads,wifi_connectivity,bulk classification based on message content.,bulk_labeled,apple_008217,Fri Nov 24 16:18:19 +0000 2017
1160540,@AppleSupport can you help me figure out the battery health of my iPhone 6s? It typically lasts only for a few hrs ):,calls_cellular,battery_charging,bulk classification based on message content.,bulk_labeled,apple_075874,Sun Oct 15 18:46:46 +0000 2017
538655,"@AppleSupport hi, when I open any app, loading screen appears and the app crashes and device goes to lock screen. It happens both in my iphone and iPad.",device_hardware,screen_display,bulk classification based on message content.,bulk_labeled,apple_019757,Sat Dec 02 04:48:56 +0000 2017
1340829,@AppleSupport secured #iPhoneX at launch but ONLY w/a select carrier. Yet was told by Apple #Retail I could buy SIM-free like iPhone8. How? https://t.co/l4TpVlz0dE,device_hardware,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_040015,Fri Oct 27 09:38:25 +0000 2017
188375,@AppleSupport I have not touched my phone to summon Siri nor anybody spoke hey Siri around.,screen_display,other_unclear,no clear intent signal.,bulk_labeled,apple_039400,Wed Oct 04 16:35:20 +0000 2017
704528,@AppleSupport how can i restore my icloud photos to my device,other_unclear,apple_id_icloud,bulk classification based on message content.,bulk_labeled,apple_041385,Fri Oct 06 01:40:16 +0000 2017
889130,@AppleSupport @135616 I actually have to charge the phone up to three times a day now just to be able to continue using GPS over the course of the day.  The on screen time numbers show 24 hour so actual since last charge on screen time number is skewed. https://t.co/UAZXvwmy3W,screen_display,battery_charging,bulk classification based on message content.,bulk_labeled,apple_021947,Sat Nov 25 16:25:25 +0000 2017
1405432,@AppleSupport Is IOS 11 required? Seeing it doesn't work on 10.3.3 on a 5C.,app_problems,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_067563,Sun Oct 29 15:33:51 +0000 2017
428732,Hi @AppleSupport if I’m playing Spotify on my phone it no longer shows up on my lock screen? Is this a shan part of iOS 11 orrrr? https://t.co/8ktbfgbZVA,screen_display,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_035561,Sun Oct 08 09:38:20 +0000 2017
875134,"@AppleSupport DM sent, 4 hrs less battery life since update",ios_software_update,battery_charging,bulk classification based on message content.,bulk_labeled,apple_012671,Fri Oct 20 21:09:56 +0000 2017
1027597,"So @115858 when are yall gunna fix this update, because if my phone freezes for 2 mins while im in traffic ONE MORE TIME !!!!!!",ios_software_update,app_problems,bulk classification based on message content.,bulk_labeled,apple_050218,Mon Oct 23 00:32:23 +0000 2017
2406533,"@AppleSupport Hi Apple, 
I requested an account recovery, as I cannot log in. I waited 24 hours as required, only to be told I must wait a further 6 days! Nor have I received an sms.",apple_id_icloud,other_unclear,no clear intent signal.,bulk_labeled,apple_040763,Tue Nov 14 13:48:11 +0000 2017
795451,"@AppleSupport Keyboard Disappears, leaves gap. got many similarbugs.Screen doesnt move automatically on new msgs in hike.Ios11.0.1 Iphone6s+ https://t.co/FIoz3NwwYq",device_hardware,screen_display,bulk classification based on message content.,bulk_labeled,apple_024404,Sun Oct 08 02:28:02 +0000 2017
241578,@AppleSupport Got AirPods today and love them.  Took on a run with Apl Watch 3 and music cut out for 1 sec about every 20 secs. Any ideas?,audio_speaker,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_015915,Tue Oct 03 03:46:06 +0000 2017
