tweet_id,created_at,conversation_id,text,candidate_group,golden_intent,human_intent,human_notes,label_status,bulk_intent,bulk_confidence,bulk_reason,bulk_label_status
1281436,Thu Oct 26 18:41:56 +0000 2017,apple_002064,"@AppleSupport Wow, your inability to answer a simple question and the run around you are giving a customer is unacceptable. Why don’t you ask them?",device_hardware,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
2914628,Tue Nov 28 23:33:45 +0000 2017,apple_037245,@AppleSupport It’s saying can’t connect to iMessage server. Try again,wifi_connectivity,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,apple_id_icloud,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2296245,Sun Nov 12 10:41:11 +0000 2017,apple_053343,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",app_problems,,app_problems,Bulk provisional label based on message content: app_problems.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
2299407,Sun Nov 12 08:19:04 +0000 2017,apple_021948,@AppleSupport my son is being exposed to inappropriate ads in ad supported kid's games we download from the Apple Store. How can I prevent this?,app_store_downloads,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
1991332,Fri Nov 03 02:32:03 +0000 2017,apple_003494,Y’all...wtf is @115858 on. Boxes with question marks? Y’all really want people to buy new phones🙄🙄,other_unclear,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
1583811,Sat Nov 04 16:23:47 +0000 2017,apple_011121,Hey @AppleSupport. When are you going to update the software so my iPhone doesn’t do this - I️ every time I try to type an I?,ios_software_update,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
1636580,Mon Nov 06 03:00:35 +0000 2017,apple_015117,@AppleSupport I think that did it- thank you!,app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
1757860,Tue Nov 07 17:11:38 +0000 2017,apple_063194,@115858 Bug: iOS 10.2.1 iPhone 7 Safari crashes when: https://t.co/Zy3PxJA8ZQ,app_problems,,ios_software_update,Bulk provisional label based on message content: ios_software_update.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
600403,Sun Dec 03 23:06:58 +0000 2017,apple_016962,@AppleSupport 11.1.2,app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,battery_charging,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2567067,Sun Nov 19 11:32:33 +0000 2017,apple_051246,@AppleSupport Same error on 11.1.2. Can I restart the hotspot configuration from the iPhone ? I have tried to restart from the connected devices but does not work. Thank you! ,wifi_connectivity,,wifi_connectivity,Bulk provisional label based on message content: wifi_connectivity.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2212785,Fri Nov 10 03:54:22 +0000 2017,apple_035290,@AppleSupport Well when I play this game on my phone everytime I get a text in the middle of the game i pull the text down and then my phone glitches and freezes I need to get this freeze/glitch fixed asap please and thank you,other_unclear,,app_problems,Bulk provisional label based on message content: app_problems.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2114692,Wed Nov 08 04:18:32 +0000 2017,apple_073727,"@AppleSupport I'm very much connected to the internet, something up? https://t.co/9dTvBTnoXR",wifi_connectivity,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
2343831,Mon Nov 13 12:55:47 +0000 2017,apple_004208,Got my new Three SIM card yay... and now the sim drawer won’t open on my phone... so O2 still have me! @AppleSupport can you help me with this? Looks like the sim isn’t fitting in the slot preventing it from opening! Do I come to your store to get it sorted?,device_hardware,,calls_cellular,Bulk provisional label based on message content: calls_cellular.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
1651994,Wed Nov 01 13:02:54 +0000 2017,apple_041365,"@AppleSupport 2 weeks have passed and no update to fix the lag yet . Please allow old phones to revert back to iOS 10.3.3
#returntoiOS10.3.3",ios_software_update,,ios_software_update,Bulk provisional label based on message content: ios_software_update.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2286110,Sat Nov 11 12:27:38 +0000 2017,apple_031263,@115858 why did the update make my phone slower &amp; other issues? I don’t like it.,other_unclear,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2350767,Mon Nov 13 16:50:55 +0000 2017,apple_013694,@679441 @115858 @AppleSupport can you help with this guys ?,app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
215819,Wed Oct 04 20:24:02 +0000 2017,apple_072568,@167325 @AppleSupport It’s the worst....wish I could downgrade 😂,app_problems,,ios_software_update,Bulk provisional label based on message content: ios_software_update.,provisional_bulk,battery_charging,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2802437,Wed Nov 22 01:38:50 +0000 2017,apple_008359,@AppleSupport Other applications are the same. Horizontal position is problematic.,app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,app_problems,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
1725718,Tue Nov 07 02:59:09 +0000 2017,apple_071201,"If your good with iPhones please hmu, mine just committed suicide @AppleSupport @115858",other_unclear,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
1956762,Mon Oct 30 17:31:18 +0000 2017,apple_028107,Wondering how/if I de-install ios11. My 6 would last quite happily for 6-8 hrs even with extensive use. Now 4 if I’m lucky @AppleSupport,app_store_downloads,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2493875,Wed Nov 15 18:39:34 +0000 2017,apple_047661,@AppleSupport @711889 It happened to me and a few friends also,app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,battery_charging,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2562363,Thu Nov 16 16:51:26 +0000 2017,apple_036589,@115858 when are you going to fix this bug because am getting really annoyed. About to leave apple and return to droid.,app_problems,,app_problems,Bulk provisional label based on message content: app_problems.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2736443,Mon Nov 20 19:49:22 +0000 2017,apple_033584,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
1303133,Tue Oct 17 21:44:25 +0000 2017,apple_067818,@AppleSupport twee peperdure Canon printers doen het niet meer naar behoren na installatie van High Sierra. Canon kan het niet oplossen.😡,app_store_downloads,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,app_problems,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
40519,Wed Nov 01 12:05:35 +0000 2017,apple_063145,@AppleSupport hi so I got an email my account was locked. But I’m pretty sure it was a fake.,app_problems,,apple_id_icloud,Bulk provisional label based on message content: apple_id_icloud.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
2863559,Mon Nov 27 23:26:13 +0000 2017,apple_001131,@AppleSupport my iPhone 6s Plus keeps crashing since new IOS. Tried re installing etc but no luck...,app_store_downloads,,ios_software_update,Bulk provisional label based on message content: ios_software_update.,provisional_bulk,audio_speaker,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
1458765,Fri Nov 03 19:40:36 +0000 2017,apple_040065,My new phone is on the way. Does it come with a new T-mobile SIM card or do I put the one from my 7 plus in it @AppleSupport?,device_hardware,,calls_cellular,Bulk provisional label based on message content: calls_cellular.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
747792,Wed Oct 11 16:20:08 +0000 2017,apple_071137,@AppleSupport Done!,other_unclear,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
260863,Fri Oct 06 03:29:14 +0000 2017,apple_020585,"@AppleSupport Hi there! I’m in a DM conversation with you, you sent a diagnostic which I ran, and now my phone is stuck “Waiting for Support” Help please?",app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,battery_charging,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2123938,Wed Nov 08 16:29:57 +0000 2017,apple_077977,Mi iPhone 7 Plus presenta algunos problemas con App que se cierran u demoran para responder abrir la app que presiono. @119459 @119460 @624212 @AppleSupport @115858,other_unclear,,device_hardware,Bulk provisional label based on message content: device_hardware.,provisional_bulk,app_problems,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
1795402,Thu Oct 12 09:22:09 +0000 2017,apple_028365,Hi @AppleSupport - why does my phone no longer charge since updating to #iOS11 ? Presume you will fund a new device for me?!,device_hardware,,ios_software_update,Bulk provisional label based on message content: ios_software_update.,provisional_bulk,battery_charging,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
1340829,Fri Oct 27 09:38:25 +0000 2017,apple_040015,@AppleSupport secured #iPhoneX at launch but ONLY w/a select carrier. Yet was told by Apple #Retail I could buy SIM-free like iPhone8. How? https://t.co/l4TpVlz0dE,device_hardware,,calls_cellular,Bulk provisional label based on message content: calls_cellular.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
2547103,Thu Nov 16 08:17:14 +0000 2017,apple_004534,"@AppleSupport Hi, my friend bought iphone x from italian apple site and now he need an invoice (he has a Vat italian code) instead of a simple receipt. Is it possible to request? How? Thanks for your reply!",device_hardware,,device_hardware,Bulk provisional label based on message content: device_hardware.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
565008,Sun Dec 03 00:32:08 +0000 2017,apple_027998,"@AppleSupport to recycle an Apple device, do I just bring it to an Apple Store? Are there any process that I have to go through?",device_hardware,,device_hardware,Bulk provisional label based on message content: device_hardware.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
1710755,Tue Nov 07 00:53:48 +0000 2017,apple_051152,@AppleSupport fix this Fucking letter l glitch. Because I️ am annoyed that I️ can’t be selfish and say Fucking I️ anymore.,app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
1400546,Sat Nov 25 10:41:30 +0000 2017,apple_037424,@AppleSupport I have a second MBP that is failing when doing the HighSierra upgrade. Really? We’re doing this again?,app_problems,,ios_software_update,Bulk provisional label based on message content: ios_software_update.,provisional_bulk,wifi_connectivity,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
