tweet_id,conversation_id,customer_message,predicted_intent,intent_confidence,escalation_decision,escalation_reason_code,escalation_reason,escalation_risk_level,evidence_used,evidence_supported,safe_to_answer,response_type
1745514,apple_006090,Yo @AppleSupport what the hell is this box on my screen https://t.co/WcHl8uyBaT,screen_display,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1978681,apple_027819,"@115858 @applesupport There is no damn way, my storage is full. I barely have anything on my phone.",other_unclear,0.1443,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1583811,apple_011121,Hey @AppleSupport. When are you going to update the software so my iPhone doesn’t do this - I️ every time I try to type an I?,ios_software_update,0.1323,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1795402,apple_028365,Hi @AppleSupport - why does my phone no longer charge since updating to #iOS11 ? Presume you will fund a new device for me?!,battery_charging,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2914628,apple_037245,@AppleSupport It’s saying can’t connect to iMessage server. Try again,apple_id_icloud,0.1786,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2593234,apple_064137,@AppleSupport I don’t understand why my phones keeps freezing EVERY 20 minutes and I’m not exaggerating 😕😕,app_problems,0.2045,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
293819,apple_047435,"@AppleSupport why I can’t download my videos from the links, I don’t need download from YouTube 
I stop watching my movie and drama ☹️💔",app_problems,0.1931,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2802437,apple_008359,@AppleSupport Other applications are the same. Horizontal position is problematic.,screen_display,0.2443,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
944328,apple_004476,@AppleSupport @115850 7/n the person asked me to deposit my device for 4-5days to service the device on heating issue. This is 2017 AD and not BC.,device_hardware,0.2125,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2123938,apple_077977,Mi iPhone 7 Plus presenta algunos problemas con App que se cierran u demoran para responder abrir la app que presiono. @119459 @119460 @624212 @AppleSupport @115858,app_problems,0.211,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2965414,apple_060715,"Dear @115858, 

I am still patiently waiting for the day I can delete these apps I've #never used. 

Sincerely, me. https://t.co/9P2vBfYiHU",other_unclear,0.1376,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2350767,apple_013694,@679441 @115858 @AppleSupport can you help with this guys ?,other_unclear,0.1396,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
810174,apple_004192,@AppleSupport unable to download music/install apps on iPad for months. Asks for me to use verification code from iPhone but doesn't work?,app_store_downloads,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2296245,apple_053343,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",device_hardware,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1636580,apple_015117,@AppleSupport I think that did it- thank you!,other_unclear,0.1464,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,resolved_acknowledgement
1123670,apple_036636,Is anyone else’s iPhone making a high pitched alarm noise? It sounds like a smoke detector but from the speaker of my phone? @AppleSupport,audio_speaker,1.0,ESCALATE,sensitive_transaction,Sensitive transaction / hardware safety hazard: hardware safety hazard,high,False,False,True,clarification_question
188375,apple_039400,@AppleSupport I have not touched my phone to summon Siri nor anybody spoke hey Siri around.,other_unclear,0.148,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2261521,apple_008053,"@116333 @AppleSupport @144811 Every time I️ connect my phone via USB this song starts, this is getting really old! Why can’t iOS remember what I was listening to last and start there? Any car, any iPhone, any iOS, Please fix this, it’s killing me! https://t.co/yxtLKBdYpn",apple_music_itunes,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1977405,apple_029919,@AppleSupport after updating to iOS 11.1 battery indicator for Bluetooth speakers or headphones are not shown!,audio_speaker,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1216323,apple_013394,@AppleSupport It pops up every time I look at my phone after I come out of the subway. Global setting? I just installed iOS and haven’t looked at new features yet but I wish default wasn’t to bother me repeatedly,ios_software_update,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1027597,apple_050218,"So @115858 when are yall gunna fix this update, because if my phone freezes for 2 mins while im in traffic ONE MORE TIME !!!!!!",device_hardware,0.2009,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2072245,apple_001982,When listening to music on my @115858 phone why does it stop when I go into @917 🤔,apple_music_itunes,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1340829,apple_040015,@AppleSupport secured #iPhoneX at launch but ONLY w/a select carrier. Yet was told by Apple #Retail I could buy SIM-free like iPhone8. How? https://t.co/l4TpVlz0dE,calls_cellular,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2562363,apple_036589,@115858 when are you going to fix this bug because am getting really annoyed. About to leave apple and return to droid.,app_problems,0.1903,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1338119,apple_022603,@AppleSupport I think I found the answer: I can't pre-order iPhone X SIM-free at this time. I'm not sure when Apple will allow it. Thanks tho https://t.co/SICYUgzEPL,calls_cellular,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,resolved_acknowledgement
2237178,apple_019826,"My phone isn't downloading apps its always says ""waiting"" ben that way for days anyone know what I can do? @AppleSupport",app_problems,0.1942,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
747792,apple_071137,@AppleSupport Done!,other_unclear,0.1448,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
215819,apple_072568,@167325 @AppleSupport It’s the worst....wish I could downgrade 😂,ios_software_update,0.135,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
40519,apple_063145,@AppleSupport hi so I got an email my account was locked. But I’m pretty sure it was a fake.,apple_id_icloud,0.1942,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2863559,apple_001131,@AppleSupport my iPhone 6s Plus keeps crashing since new IOS. Tried re installing etc but no luck...,ios_software_update,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1160540,apple_075874,@AppleSupport can you help me figure out the battery health of my iPhone 6s? It typically lasts only for a few hrs ):,battery_charging,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1752110,apple_074143,"@AppleSupport iPhone 7, still not downloading, no issues with my account etc",apple_id_icloud,0.191,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2736443,apple_033584,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,other_unclear,0.1507,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1924839,apple_007973,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,app_problems,0.2003,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
689396,apple_026709,@AppleSupport since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,battery_charging,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
500083,apple_008659,@O2 after 11 year as a loyal customer I get treated like this. All I want is my iPhone unlocking so I can use a @122326 sim. @115858 they have blamed you for the hold up as they need to get a code from you is this true?,calls_cellular,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2284493,apple_002688,@115858 stop turning my bluetooth on every time my phone restarts.,other_unclear,0.1423,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2237309,apple_030516,"@AppleSupport Well, hum, after a day with the latest version, there is not much progress. Unplugged the phone at 9 AM, it is now 4:30 PM https://t.co/YpURUCwaQZ",battery_charging,0.2091,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
585903,apple_023412,@115858 I didn't buy a damn iPhone for it to respring everytime I tap on the screen. Get your shit together. #iPhone #Respring #SoftReboot,screen_display,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1798495,apple_038680,"@AppleSupport my phone dies so quickly, now. Not sure if it’s due to the update or another problem... 😞",battery_charging,0.2131,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2790649,apple_041950,"@AppleSupport my iPhone has suddenly started draining battery rapidly, losing 20% for example in under a minute! Whyyyyy",battery_charging,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2412410,apple_064236,"When you’re trying to listen to music on your iPhone and your phone says your @115858 headphones are not an accessory supported by the device...excuse me, what?",audio_speaker,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2500862,apple_001335,@118845 hey my headphones are really quiet. I turn it all the way up and they still are quiet. Please help me!!!!!,audio_speaker,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
400861,apple_007442,@AppleSupport 11.0.2 battery life has gone from 9 hours to max 6 hours now,battery_charging,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1132173,apple_058903,@AppleSupport I have a month with my iPhone 8plus³ and still do not finish loading my photos.! I have good Internet and no load!,other_unclear,0.1508,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1557350,apple_029371,@115858 really needs to patch this keyboard issue I️,ios_software_update,0.1391,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1861583,apple_002936,@115858 what should I do now that your shitty headphones broke in my phone ? https://t.co/iF0pvfveRp,audio_speaker,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1760187,apple_074712,"Dear @115858 Fix your crap. I spent a billion dollars on this phone &amp; it can’t even type letter ‘I’ correctly. It’s an iPhone, the letter “i” should be your specialty.",ios_software_update,0.1476,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1919559,apple_043041,.@AppleSupport Since updating to 11.0.3 I can only send an MMS by first turning Wi-Fi off. Is this going to be fixed?,wifi_connectivity,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2303144,apple_055483,Download 11.1 they said.  I️t will be fun and correct your issues they said. No @115858 I️t hasn’t and only slowed my phone down more.  Time to switch because I️t has gotten worse over the last year.,ios_software_update,0.1337,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1202042,apple_025800,@115858 can u plz help me my phone keep saying it has headphones in but there’s no headphones in!!!!,audio_speaker,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
336583,apple_023822,"Bought the new @34587 album on @118721 , songs were out of order. Deleted and re-downloaded now 2 songs are missing. #help @115858",apple_music_itunes,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1475391,apple_039751,Hola @115858 me ha llegado un correo para resetear mi cuenta iCloud... es de ustedes o es un virus?,apple_id_icloud,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2519374,apple_048124,@717638 @115858 My phone doesn't even ring anymore. It just pops up that I've missed a call,calls_cellular,0.2264,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1925111,apple_021419,@AppleSupport why do you keep taking my money!!!! Apple hold keeps taking $1 every other week from me!!!!!!,other_unclear,0.1475,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2077723,apple_039593,"Hey @115858, you need me to have access to a device to access any form of help for my broken device. Catch 22, my friends.",device_hardware,0.227,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
148233,apple_031780,@AppleSupport It’s the only WiFi I connect to so I can’t really answer that,wifi_connectivity,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
652789,apple_008925,@AppleSupport I already did that. I also did the force restart and the same thing happened,other_unclear,0.1402,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1620561,apple_074730,@AppleSupport @115858 I’m not entirely sure what’s going on? I managed to go through the reservation now it’s reverted back to this?? https://t.co/DcBhDI2Y2q,other_unclear,0.1417,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2440888,apple_042657,@115858 the camera on the brand new iPhone 8 I bought on Sunday doesn’t work as I discovered today at the airport while trying to take a picture of my parking location .  Very inconvenienced and pissed as I’m on travel for work!  Was up at 6am Sunday to wait in line to get it!,device_hardware,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
333624,apple_036322,Aye @115858 y’all better fix this Do Not Disturn button.,other_unclear,0.1415,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2482434,apple_016952,"Wow @115858 ever since my update my #iphone has gotten slower and dumber, I guess I’ll take the #smart out of it and just toss it #good #job",ios_software_update,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
199307,apple_012401,iPhone 6s is officially one year old today... and my Touch ID just randomly stopped working @115858 #helpme #forgotallmypasswords,device_hardware,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1725665,apple_035485,@115858 stop waiting around &amp; fix the “I️” big issue because to programmers who don’t work for you- it’s aggravating &amp; insulting.,ios_software_update,0.1371,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1192069,apple_026786,"@AppleSupport This is what movies anywhere settings look like, I dont have those settings, that is why I can't connect or disconnect my itunes account https://t.co/ylONULiI1L",apple_music_itunes,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
417281,apple_033971,I need to rethink life. My iPhone camera sucks @115858,device_hardware,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
1628497,apple_001975,@AppleSupport When can we expect a bug fix for the whole “I️” keyboard issue,ios_software_update,0.1409,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
126398,apple_012909,The act of trying to get data from one @115858 iPhone to another (my new one) must be one of the most complicated and frustrating technological processes I have encountered in a long time. There must be a simpler way.,other_unclear,0.1461,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2410164,apple_069773,@115858 releases overpriced @797 and suddenly my iPhone camera stops working. GTFOH!! @136958 please stop this bull shiitake!,device_hardware,1.0,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2283119,apple_029392,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,other_unclear,0.1489,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,clarification_question
2276939,apple_049238,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa",ios_software_update,0.135,ESCALATE,insufficient_evidence,"Conservative safety fallback: insufficient evidence (safety_check_error: ufunc 'add' did not contain a loop with signature matching types (dtype('int64'), dtype('<U1')) -> None)",medium,False,False,True,resolved_acknowledgement
