index,tweet_id,conversation_id,customer_message,gold_intent,predicted_intent,intent_correct,reply,evidence_used,evidence_safe,evidence_relevance,evidence_quality,problem_match,customer_problem_similarity,response_problem_similarity,intent_match,domain_match,action_match,conflict_detected,generic_response,final_evidence_score,evidence_rejection_reason,grounded,unsupported_claims,response_type,escalation_decision,escalation_reason,safe_to_answer,generation_error
22,2350767,apple_013694,@679441 @115858 @AppleSupport can you help with this guys ?,other_unclear,other_unclear,True,"Based on a similar Apple Support case, We have a great article to help with what you're seeing. Check out the steps here:",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
23,810174,apple_004192,@AppleSupport unable to download music/install apps on iPad for months. Asks for me to use verification code from iPhone but doesn't work?,apple_id_icloud,apple_id_icloud,True,"Could you tell us whether the issue is with signing in, your password, or iCloud?",False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
24,2296245,apple_053343,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",app_problems,device_hardware,False,"Based on a similar Apple Support case, We'd like to hear more about this so we can help determine the best way to get this addressed on your iPhone X. Can you provide us more details, perhaps an example of what you are experiencing with the camera settings. Also, let us know your iOS version in DM.",True,True,0.72,1.0,0.575,0.65,0.5,False,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
25,1636580,apple_015117,@AppleSupport I think that did it- thank you!,other_unclear,other_unclear,True,You're welcome! Glad to hear that helped. Let us know if you need anything else.,False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,resolved_acknowledgement,AUTO_HANDLE,,False,
26,1123670,apple_036636,Is anyone else’s iPhone making a high pitched alarm noise? It sounds like a smoke detector but from the speaker of my phone? @AppleSupport,audio_speaker,audio_speaker,True,"Could you tell us whether the issue is with the speaker, microphone, or overall audio?",True,True,0.72,0.75,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
27,188375,apple_039400,@AppleSupport I have not touched my phone to summon Siri nor anybody spoke hey Siri around.,other_unclear,other_unclear,True,"Based on a similar Apple Support case, Great question! Check out this article to help with using ""Hey Siri"" on your iPhone X: If you have any further questions, feel free to reach out to us and we'll be happy to help!",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
28,2261521,apple_008053,"@116333 @AppleSupport @144811 Every time I️ connect my phone via USB this song starts, this is getting really old! Why can’t iOS remember what I was listening to last and start there? Any car, any iPhone, any iOS, Please fix this, it’s killing me! https://t.co/yxtLKBdYpn",apple_music_itunes,apple_music_itunes,True,"Based on a similar Apple Support case, We’re investigating and will update our System Status page as more info becomes available:",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
29,1977405,apple_029919,@AppleSupport after updating to iOS 11.1 battery indicator for Bluetooth speakers or headphones are not shown!,ios_update,audio_speaker,False,"Could you tell us whether the issue is with the speaker, microphone, or overall audio?",False,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
30,1216323,apple_013394,@AppleSupport It pops up every time I look at my phone after I come out of the subway. Global setting? I just installed iOS and haven’t looked at new features yet but I wish default wasn’t to bother me repeatedly,ios_update,ios_update,True,"Based on a similar Apple Support case, We are here to help. Let's try the steps listed in this article.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
31,1027597,apple_050218,"So @115858 when are yall gunna fix this update, because if my phone freezes for 2 mins while im in traffic ONE MORE TIME !!!!!!",device_hardware,device_hardware,True,"Could you provide more details about the hardware issue, including what happens when you use the device?",False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
32,2072245,apple_001982,When listening to music on my @115858 phone why does it stop when I go into @917 🤔,other_unclear,apple_music_itunes,False,"Based on a similar Apple Support case, You can. Check out how to use Control Center and Music here:",True,True,0.72,0.75,0.575,0.65,0.5,False,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
33,1340829,apple_040015,@AppleSupport secured #iPhoneX at launch but ONLY w/a select carrier. Yet was told by Apple #Retail I could buy SIM-free like iPhone8. How? https://t.co/l4TpVlz0dE,calls_cellular,calls_cellular,True,"Could you tell us whether the issue is with making calls, cellular data, or getting a signal?",False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
34,2562363,apple_036589,@115858 when are you going to fix this bug because am getting really annoyed. About to leave apple and return to droid.,app_problems,app_problems,True,"Based on a similar Apple Support case, We want to help. Use the link below to reach out via DM. Let us know if this happens when you receive notifications for other apps or just this one. We'll also want to verify the version of iOS you currently have installed.",True,True,0.645,0.95,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
35,1338119,apple_022603,@AppleSupport I think I found the answer: I can't pre-order iPhone X SIM-free at this time. I'm not sure when Apple will allow it. Thanks tho https://t.co/SICYUgzEPL,calls_cellular,calls_cellular,True,You're welcome! Glad to hear that helped. Let us know if you need anything else.,False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,resolved_acknowledgement,AUTO_HANDLE,,False,
36,2237178,apple_019826,"My phone isn't downloading apps its always says ""waiting"" ben that way for days anyone know what I can do? @AppleSupport",app_problems,app_problems,True,"Based on a similar Apple Support case, We want to make sure you're able to downloads apps for your iPhone. What happens when you try to install an app? Are you getting an error message? Along with that, which version of iOS is currently installed? Let us know the answers via DM.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
37,747792,apple_071137,@AppleSupport Done!,other_unclear,other_unclear,True,"Based on a similar Apple Support case, We've released an update to fix this. We do recommend creating a current backup of the data on your device before updating. Here's more about the new update: Let us know if this helps.",True,True,0.57,0.93,0.45,0.4,0.5,True,0.5,0.75,False,False,0.435,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
38,215819,apple_072568,@167325 @AppleSupport It’s the worst....wish I could downgrade 😂,ios_update,ios_update,True,"Could you tell us what is happening with the iOS update, such as downloading, installing, or failing?",False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
39,40519,apple_063145,@AppleSupport hi so I got an email my account was locked. But I’m pretty sure it was a fake.,apple_id_icloud,apple_id_icloud,True,This may involve account security or sensitive information. Please contact official Apple Support directly so a specialist can assist you.,False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,escalation,ESCALATE,account_security,False,
40,2863559,apple_001131,@AppleSupport my iPhone 6s Plus keeps crashing since new IOS. Tried re installing etc but no luck...,ios_update,ios_update,True,"Could you tell us what is happening with the iOS update, such as downloading, installing, or failing?",True,True,0.87,0.68,0.95,0.95,0.95,True,1.0,0.75,False,False,0.81,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
41,1160540,apple_075874,@AppleSupport can you help me figure out the battery health of my iPhone 6s? It typically lasts only for a few hrs ):,battery_charging,battery_charging,True,"Based on a similar Apple Support case, We'd love to help out with your battery. Let's check out this article first:",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
42,1752110,apple_074143,"@AppleSupport iPhone 7, still not downloading, no issues with my account etc",apple_id_icloud,apple_id_icloud,True,"To narrow this down, Hi there! We're not showing any issues going on at the moment. Are you seeing an error at all? Please let us know the answer in DM.",True,True,0.645,0.88,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,clarification_question,AUTO_HANDLE,,True,
43,2736443,apple_033584,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,other_unclear,other_unclear,True,Could you provide a little more detail about the issue you're experiencing?,False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
44,1924839,apple_007973,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,app_problems,app_problems,True,Could you tell us which app is affected and what happens when you try to use it?,True,True,0.645,0.58,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
45,689396,apple_026709,@AppleSupport since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,ios_update,battery_charging,False,"Based on a similar Apple Support case, We'd like to help you with that battery drain. Let us know which device you're using and the version of iOS 11 installed via DM.",True,True,0.72,0.95,0.575,0.65,0.5,False,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
46,500083,apple_008659,@O2 after 11 year as a loyal customer I get treated like this. All I want is my iPhone unlocking so I can use a @122326 sim. @115858 they have blamed you for the hold up as they need to get a code from you is this true?,calls_cellular,calls_cellular,True,"Based on a similar Apple Support case, We're happy to help. Congrats on your new iPhone and thanks for your patience on this. Try this here:",True,True,0.72,0.75,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
47,2284493,apple_002688,@115858 stop turning my bluetooth on every time my phone restarts.,other_unclear,other_unclear,True,"Based on a similar Apple Support case, We'd like to help you out. Could you clarify what steps you're taking to turn off Bluetooth on your device?",True,True,0.72,0.85,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
48,2237309,apple_030516,"@AppleSupport Well, hum, after a day with the latest version, there is not much progress. Unplugged the phone at 9 AM, it is now 4:30 PM https://t.co/YpURUCwaQZ",battery_charging,battery_charging,True,"Based on a similar Apple Support case, We'd love to partner together and get to the bottom of what you're experiencing on your iPhone. Which iOS version is installed? You'll find that in Settings &gt; General &gt; About.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
49,585903,apple_023412,@115858 I didn't buy a damn iPhone for it to respring everytime I tap on the screen. Get your shit together. #iPhone #Respring #SoftReboot,ios_update,screen_display,False,"Based on a similar Apple Support case, We're here for you. Have you tried restarting your iPhone since this issue started?",True,True,0.68,1.0,0.55,0.65,0.45,False,0.5,0.5,False,False,0.47,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
50,1798495,apple_038680,"@AppleSupport my phone dies so quickly, now. Not sure if it’s due to the update or another problem... 😞",battery_charging,battery_charging,True,"Based on a similar Apple Support case, We're here for you! Have you had the chance to back up and update to iOS 11.0.2 yet? DM us with details here:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
51,2790649,apple_041950,"@AppleSupport my iPhone has suddenly started draining battery rapidly, losing 20% for example in under a minute! Whyyyyy",battery_charging,battery_charging,True,"Based on a similar Apple Support case, We know how vital the battery is on your iPhone. Please check out this article: DM us the result.",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
52,2412410,apple_064236,"When you’re trying to listen to music on your iPhone and your phone says your @115858 headphones are not an accessory supported by the device...excuse me, what?",audio_speaker,audio_speaker,True,"Based on a similar Apple Support case, We'd like to help with your iPhone and music conflict. Does it pair with other Bluetooth devices okay? Which iOS version are you using? The latest is 11.1.2. Send us a DM, and we'll continue working there.",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
53,2500862,apple_001335,@118845 hey my headphones are really quiet. I turn it all the way up and they still are quiet. Please help me!!!!!,audio_speaker,audio_speaker,True,"Could you tell us whether the issue is with the speaker, microphone, or overall audio?",False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
54,400861,apple_007442,@AppleSupport 11.0.2 battery life has gone from 9 hours to max 6 hours now,battery_charging,battery_charging,True,"Could you tell us what is happening with the battery or charging, such as fast draining or not charging?",True,True,0.72,0.75,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
55,1132173,apple_058903,@AppleSupport I have a month with my iPhone 8plus³ and still do not finish loading my photos.! I have good Internet and no load!,other_unclear,other_unclear,True,"Based on a similar Apple Support case, We'd be happy to get you pointed in the right direction. Have you checked to make sure the iCloud Photo Library is turned on? See: For further help, please reach out to our team specializing in Photos here:",True,True,0.645,0.75,0.45,0.4,0.5,True,1.0,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
56,1557350,apple_029371,@115858 really needs to patch this keyboard issue I️,ios_update,ios_update,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
57,1861583,apple_002936,@115858 what should I do now that your shitty headphones broke in my phone ? https://t.co/iF0pvfveRp,audio_speaker,audio_speaker,True,"Based on a similar Apple Support case, We want to help. Let's force re-start it. This article explains how:",True,True,0.645,0.75,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
58,1760187,apple_074712,"Dear @115858 Fix your crap. I spent a billion dollars on this phone &amp; it can’t even type letter ‘I’ correctly. It’s an iPhone, the letter “i” should be your specialty.",ios_update,ios_update,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
59,1919559,apple_043041,.@AppleSupport Since updating to 11.0.3 I can only send an MMS by first turning Wi-Fi off. Is this going to be fixed?,wifi_connectivity,wifi_connectivity,True,"Could you tell us what is happening with Wi-Fi, such as not connecting or frequently disconnecting?",False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
60,2303144,apple_055483,Download 11.1 they said.  I️t will be fun and correct your issues they said. No @115858 I️t hasn’t and only slowed my phone down more.  Time to switch because I️t has gotten worse over the last year.,ios_update,ios_update,True,"Based on a similar Apple Support case, We’ve got your back. Check out the workaround in this article and DM us any questions you may have:",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
61,1202042,apple_025800,@115858 can u plz help me my phone keep saying it has headphones in but there’s no headphones in!!!!,audio_speaker,audio_speaker,True,"Based on a similar Apple Support case, We're here to help. We have steps to resolve this. Check out this article and let us know if it works.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
62,336583,apple_023822,"Bought the new @34587 album on @118721 , songs were out of order. Deleted and re-downloaded now 2 songs are missing. #help @115858",apple_music_itunes,apple_music_itunes,True,"Based on a similar Apple Support case, We can take a look into this concern to recover your library and playlists. Is iCloud Music Library is enabled in Settings &gt; Music?",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
63,1475391,apple_039751,Hola @115858 me ha llegado un correo para resetear mi cuenta iCloud... es de ustedes o es un virus?,apple_id_icloud,apple_id_icloud,True,"Could you tell us whether the issue is with signing in, your password, or iCloud?",True,True,0.6,0.75,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
64,2519374,apple_048124,@717638 @115858 My phone doesn't even ring anymore. It just pops up that I've missed a call,calls_cellular,calls_cellular,True,"To narrow this down, Okay. Let's work together to get that resolved. Have you tried to clear your call list completely?",True,True,0.72,0.8,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,clarification_question,AUTO_HANDLE,,True,
65,1925111,apple_021419,@AppleSupport why do you keep taking my money!!!! Apple hold keeps taking $1 every other week from me!!!!!!,other_unclear,other_unclear,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
66,2077723,apple_039593,"Hey @115858, you need me to have access to a device to access any form of help for my broken device. Catch 22, my friends.",device_hardware,device_hardware,True,"Based on a similar Apple Support case, We want you to be able to use your iPhone after updating. In DM, please let know if you've tried the steps here to reset the password for your Apple ID:",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
67,148233,apple_031780,@AppleSupport It’s the only WiFi I connect to so I can’t really answer that,wifi_connectivity,wifi_connectivity,True,"Based on a similar Apple Support case, We're here for you. Let us know what happens when you try, when the issue first began, and the device you're trying to connect to Wi-Fi with. We'll work together to investigate so we can get you connected again.",True,True,0.645,1.0,0.45,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
68,652789,apple_008925,@AppleSupport I already did that. I also did the force restart and the same thing happened,other_unclear,other_unclear,True,"Based on a similar Apple Support case, Happy Wednesday, Raph! Send us a DM and let us know which phone you have, and if you've updated to iOS 11.1.1 yet. We'd love to lend a hand.",True,True,0.645,0.68,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
