row,customer_message,conversation_id,true_intent,predicted_intent,intent_confidence,intent_correct,reply,response_type,evidence_used,evidence_consistent,evidence_retrieved,evidence_candidates,top1_exists,top1_safe,top1_similarity,top1_relevance,top1_quality,top1_rejection_reason,evidence_relevance,evidence_quality,evidence_id,safe_to_answer,grounded,unsupported_claim_count,unsupported_claims,escalation_decision,escalated,escalation_reason,unsafe_reply,generation_error,error
40,@AppleSupport my iPhone 6s Plus keeps crashing since new IOS. Tried re installing etc but no luck...,apple_001131,other_unclear,ios_software_update,1.0,False,,error,False,False,0,0,True,False,0.3881790136983448,0.7525,0.68,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
41,@AppleSupport can you help me figure out the battery health of my iPhone 6s? It typically lasts only for a few hrs ):,apple_075874,other_unclear,battery_charging,1.0,False,,error,False,False,0,0,True,False,0.5605636536017837,0.7181,0.68,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
42,"@AppleSupport iPhone 7, still not downloading, no issues with my account etc",apple_074143,other_unclear,apple_id_icloud,0.1910315129235194,False,,error,False,False,0,0,True,False,0.14555456165086278,0.6739,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
43,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,apple_033584,other_unclear,other_unclear,0.15065681200517272,True,,error,False,False,0,0,True,False,0.4363888575918631,0.5821,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
44,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,apple_007973,other_unclear,app_problems,0.20028419413147372,False,,error,False,False,0,0,True,False,0.27562370984759316,0.7189,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
45,@AppleSupport since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,apple_026709,other_unclear,battery_charging,1.0,False,,error,False,False,0,0,True,True,0.2853919820405779,0.7788,0.95,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
46,@O2 after 11 year as a loyal customer I get treated like this. All I want is my iPhone unlocking so I can use a @122326 sim. @115858 they have blamed you for the hold up as they need to get a code from you is this true?,apple_008659,other_unclear,calls_cellular,1.0,False,,error,False,False,0,0,True,True,0.08791580735821769,0.7595,1.0,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
47,@115858 stop turning my bluetooth on every time my phone restarts.,apple_002688,other_unclear,other_unclear,0.14232523673528172,True,,error,False,False,0,0,True,False,0.453888269615392,0.7235,0.85,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
48,"@AppleSupport Well, hum, after a day with the latest version, there is not much progress. Unplugged the phone at 9 AM, it is now 4:30 PM https://t.co/YpURUCwaQZ",apple_030516,other_unclear,battery_charging,0.2090997033980199,False,,error,False,False,0,0,True,False,0.11341558553085256,0.5684,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
49,@115858 I didn't buy a damn iPhone for it to respring everytime I tap on the screen. Get your shit together. #iPhone #Respring #SoftReboot,apple_023412,other_unclear,screen_display,1.0,False,,error,False,False,0,0,True,False,0.22161856480872566,0.6279,1.0,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
50,"@AppleSupport my phone dies so quickly, now. Not sure if it’s due to the update or another problem... 😞",apple_038680,other_unclear,battery_charging,0.21305856827706793,False,,error,False,False,0,0,True,False,0.25173949846156096,0.6029,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
51,"@AppleSupport my iPhone has suddenly started draining battery rapidly, losing 20% for example in under a minute! Whyyyyy",apple_041950,other_unclear,battery_charging,1.0,False,,error,False,False,0,0,True,False,0.24927581388987854,0.6973,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
52,"When you’re trying to listen to music on your iPhone and your phone says your @115858 headphones are not an accessory supported by the device...excuse me, what?",apple_064236,other_unclear,audio_speaker,1.0,False,,error,False,False,0,0,True,False,0.2600942445557898,0.7325,0.8,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
53,@118845 hey my headphones are really quiet. I turn it all the way up and they still are quiet. Please help me!!!!!,apple_001335,other_unclear,audio_speaker,1.0,False,,error,False,False,0,0,True,False,0.18462117808413556,0.7687,0.85,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
54,@AppleSupport 11.0.2 battery life has gone from 9 hours to max 6 hours now,apple_007442,other_unclear,battery_charging,1.0,False,,error,False,False,0,0,True,False,0.34995423369410106,0.735,0.75,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
55,@AppleSupport I have a month with my iPhone 8plus³ and still do not finish loading my photos.! I have good Internet and no load!,apple_058903,other_unclear,other_unclear,0.15078157287706714,True,,error,False,False,0,0,True,False,0.11412416545683625,0.6785,1.0,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
56,@115858 really needs to patch this keyboard issue I️,apple_029371,other_unclear,ios_software_update,0.13909659261578589,False,,error,False,False,0,0,True,False,0.3623735231994305,0.7156,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
57,@115858 what should I do now that your shitty headphones broke in my phone ? https://t.co/iF0pvfveRp,apple_002936,other_unclear,audio_speaker,1.0,False,,error,False,False,0,0,True,False,0.26455498347603307,0.7136,0.75,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
58,"Dear @115858 Fix your crap. I spent a billion dollars on this phone &amp; it can’t even type letter ‘I’ correctly. It’s an iPhone, the letter “i” should be your specialty.",apple_074712,other_unclear,ios_software_update,0.14761052122833707,False,,error,False,False,0,0,True,False,0.17226527321099644,0.6611,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
59,.@AppleSupport Since updating to 11.0.3 I can only send an MMS by first turning Wi-Fi off. Is this going to be fixed?,apple_043041,other_unclear,wifi_connectivity,1.0,False,,error,False,False,0,0,True,False,0.2202252796193055,0.6581,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
